english,ekegusii
"The Minister for Interior Dr. Fred Matiang’i invited Kenyans to join and appreciate the heroes of this year, which will be held at Gusii Stadium in Kisii County. Recently, Minister Dr. Matiang’i has supported cultural events organized by the large Chicounty Cultural Center of Gusii to promote those cultures. Dr. Matiang’i spoke with Minto FM on the Minto Breakfast show with Wycliffe Riang’a","Omowaziri bwo oborendi bwa ime Dr. Fred Matiang’i oareganirie Abakenya goikerana na kobwatia omoyega o’ Mashujaa bwo Omwaka oyo oyio orakorekane ase egetii gie chigosori, Gusii Stadium ime ya Kisii County. Chingaki echio echio, Omowaziri Dr. Matiang’i nigo agokeire amagenderero akorirwe ne eserekari enene kobwaterana ne Chiserekari chie Chicounty chia Gusii ase okoreta amagenderero ao ao. Dr. Matiang’i nigo are gokwana na Minto FM ase omoroberio o’ Minto Bwakire na Wycliffe Riang’a"
#MatiangiOnMinto,#MatiangiOnMinto
Kenya recorded 723 new cases of people infected with the coronavirus today.,Kenya yaenekiria abanto 723 abayia bakoenekigwa gotwara ebinyinyi bia korona.
kenya recorded 723 new cases of people infected with the coronavirus today.,kenya yaenekiria abanto 723 abayia bakoenekigwa gotwara ebinyinyi bia korona.
Health Cabinet Secretary Mutahi Kagwe said this is from a total of 8679 people tested.,omowaziri bwopbochenu utahi Kagwe nigo atebire buna abwo nigo batogete korwa ase abanto 8679 bapimetwe
of whom 16 recovered from the disease and 341 were admitted to hospitals.,ase ekrero ekio abanto 16 nigo bakure korwa ase oborwaire obwo na goikia abanto 341.
"Continue following the guidelines, Kagwe also urged Kenyans at the same time to continue to heed to the set rules and regulations not only to protect themselves but others as well.",korende baria babwenire nigo bare 44Kagwe has at the same time urged Kenyans to continue to heed to the set rules and regulations not only to protect themselves but others as well.
Uhuru Kenyatta completely completed 30 days of self-isolation due to illness.,Uhuru Kenyatta omentire amatuko 30 ase ogochika kwogotasoka isik
Uhuru Kenyatta completely completed 30 days of self-isolation due to illness and also informed citizens about the importance of self-isolation so that the disease does not spread further.,Uhuru Kenyatta omentire amatuko 30 ase ogochika kwogotasoka isiko nigo aboriri abanyanyimbo koenekia buna ogochika okwo ngokora kore emeremo
He urged people to listen to health officials and citizens to take self-isolation seriously because the government has suspended gatherings to prevent the spread of coronavirus.,nigo arure ogokurera gochia ase abagambi nabanyanyimbo abwo bagochia gotoka buna chinsemo chiambo nchiri koigwera ogochia gweserekali igoro yogotanga okoranda gwa korona
He also said he will address the nation tomorrow regarding the measures taken to combat the virus and provide assistance to those affected by the coronavirus.,omorai bwense nigo achikire ewizara yobochenu kobairania emeremo abanyagetari konyora bare ritaya emeremo erio gokonya abamwabo ase esegi mamincha ya korona
"The people and their qualities: The leader is wise, and he is beautiful in his deeds. The parent is wise, and he is beautiful in his wealth. The teacher is wise, and he is beautiful in his knowledge. The elder is wise, and he is beautiful in his experience.","Omogusii n' omong'aini: Omonyaribari ominto, nigo are maridadi n' chisemi chiaye. Omobasi ominto, nigo are maridadi n' obonda bwaye. Omonchari ominto, nigo are maridadi n' enibo yaye. Omomachoge ominto, nigo are maridadi n' obong'aini bwaye."
"The craftsman is skilled, and he is beautiful in his work. The doctor [who we know from the hospital] is wise, and he is beautiful in his intelligence. Children of this world, the Gusii people are beautiful.","Omogirango ominto bwensi, nigo are maridadi ase obongo bwaye. Omogetutu [oyo naende nere Enda y' Enchogu twamanyire] ominto, nigo are maridadi ase akili yaye. Abana b' omong'ina oyomo, Omogusii nigo are maridadi."
"My children, remember Sagero and Bonyakoni Kirwanda too.","Abana bamino, Sagero amo na Bonyakoni Kirwanda abwo."
"Where the sun shines, there is a good heart, give respect to those who came before us. Speak respectfully and let the children eat well, and be satisfied. Let us remember our ancestors and their descendants. Let us honor the elders and let us travel on boats with joy. The elder has dedication, give respect to those who have helped us with good hearts.","Onde taiyo orakore buna abamagokoro, gochia ase abachokoro baye. Korwa ase ogotoinekera amatoke amatobu, na gotobisera. Gototigageria chinkara na gotoinekera ributi. Gotonyenyera engoko na gotoa ekebwato n' omosori. Ogotera oko n' dedication gochia ase baria basiririe abamagokoro."
The boy named Joseph Siko is the son of Baba Mbaba.,"Omwana omino, Joseph Siko oyio na Baba Mbaba."
"Grandmother says that Joseph Siko has the gift of teaching good hearts. And also, grandmother says that Geofrey Nyabuto works on Youtube and shares news about the elder.","Mbuya mono gochia ase Joseph Siko ase engero eye y' ogotoinyoria abamagokoro baito. Ase boigo, mbuya mono gochia ase Geofrey Nyabuto korwa Youtube ase ogotobekera ogotera oko okuya."
"Hema High School, Chitago is competing with schools in the country so that they can finish well in the national exams. This school is very disciplined, and children go to school and milk cows in the morning. And the administration has decided to work hard and prepare meals with rice and meat, the students who pass will be celebrated greatly. But people from this area of Hema Chitago come from Masaba South and are hardworking.","Esukuru ya Hema High School, Chitago nigo ekobaarigania abasani mwensi ase omochango orabe rero koagacha enyomba y' okorara. Esukuru eye nigo yarenge eyaisiko, abwo ase abana bakogenda esukuru na koirana inka marogoba. Ase eng'encho nigo yachagete gokora buya ase amatemu y'ekerasi gia ikomi na kabere, bana abaorokigwa nigo yagera bagachaka komenya ime. Bono abaminto tiga twensi togende aaria Hema Chitago egotoka Masaba South erinde toyesire."
Very good.,Mbuya mono.
"Hema High School, Chitago, Masaba South, Kisii County. Mwanyagetinge.com/2016","Hema High School, Chitago, Masaba South, Kisii County. Mwanyagetinge.com/2016"
Kenyatta has directed that hospitals be prepared for an increase in cases as the county government,Kenyatta otuguteire are ogosaba kwa baria batagege eserekali esieke emepaka yechikaunty
Kenyatta has directed that hospitals be prepared for an increase in cases as the county government,omorai Kenyatta otuguteire are ogosaba kwa baria batagege eserekali esieke emepaka yechikaunty
Kenyatta also stated that they will review the previous orders regarding gatherings to prevent the spread of coronavirus and ensure people protect their lives,Kenyattanigo atebire buna neribaga ria kera omonto koimokia egetambokero kia bene erio goetanga korwa ase korona na boigo kobarenda abanchwa babo
Kenyatta asked residents to cooperate with county officials who are working to combat the Coronavirus pandemic,Kenyatta nigo aakire mbuya mono gochia ase chikaunty chiria chiaikeraniri ogochia arwa igoro ya Corona
Kenyatta also stated the importance of collaborating with governors and national government to provide healthcare services,Kenyatta nigo atebire bua okobwaterana gati yabagavana neserekali enen nokwengencho erio gotanga oborwaire obwo
people should therefore listen to health officials and those from ministries to avoid spreading it,boigo nigo arure ogokurera kwa bene gochia ase abasae koba ase omosatari o motwe kwerenda
These are our wishes:,Aya amwabo aya:
"May God bless all people with peace from the Almighty God and His beloved son, Jesus Christ. We congratulate you on this wonderful day of December 25th, 2016. The birth of Jesus the Son of God also brings salvation to those who believe. And it brings great blessing to all mankind and the animal kingdom.","Mwanyagetinge ominto mbuya mono gochia ase Omonene ase ogotoikia engaki engiya buna eye y' ogochengera okoiborwa kw' Omoboria oito, Yeso O Kristo. Nigo togosabera kera oyomo chingaki chingiya ase Esuguku eye ya 2016. Okoiborwa kw' Yeso Omwana O Nyasae nakwo ogoikerania ogosemeria ase ogotoreka gwaito ntwe abanyabibe. Oko nakwo ogosemeria okonene ase mwanyabanto bwensi ase ense engima."
"Blessings abound, and Merry Christmas 2016.","Ogosemeria okuya, and Merry Christmas 2016."
"Season's Greetings from Christmas Avenue at East Wise Men Lane, Bethlehem, GA 30620, USA. Mwanyagetinge.com files/2016","Seasons Greetings from Christmas Avenue at East Wise Men Lane, Bethlehem, GA 30620, USA. Mwanyagetinge.com files/2016"
"Kenya has reported an increase in new HIV infections, Kisumu.","Kenya negendererete korwania oborwaire bwa HIV gose, Enyamoreo"
"Kenyan adults living with HIV have been encouraged to seek testing and know their status regarding HIV infection in Kisumu and also get treatment to prevent further spread. Currently, Kenya has approximately 1.5 million people living with HIV. These people living with HIV are said to be undergoing counseling and education on ways to prevent the transmission of HIV. Speaking on Minto FM radio and Morning Show with Minto Wakire, Geoffrey Obonyo from the National AIDS Control Council (NACC) urged Kenyans to take HIV testing seriously.","Abakenya baborigwe bagenderere koerenda nagoetanga korwa ase oborwaire bwa HIV gose enyamoreo ase engencho omobaro bwa baria barwarete nigo ogenderete koba igoro. Goikera bono, Kenya nigo ebwate abarwaire ba HIV 1.5million. Abange ba Abarwaire aba nigo bare ase omoroberio bwe eserekari bwo okoenana amariogo yo ogokanya chinguru chie enyamoreo gose HIV. Gokwana na Minto FM ime yo Omoroberio O’ Minto Bwakire, Geoffrey Obonyo korwa ase ekeombe kia National AIDS Control Council (NACC) nigo abainyoirie abakenya buna oborwaire bwa HIV mbobwati kegori."
Minto FM: The Bible Is Our Guide,Minto FM: Ebibilia Buna Omogano
The Bible is a good book indeed. This guide helps people understand things about God and his children live well and become good examples for others to follow the child who is born today will grow up knowing this guide well.,Ebibilia nigo ebwate emegano ime yaye. Emegano eyio erikire ase okobwatania erio koorokia buna Nyasae arenge na abana baye korwa abwo omochakano goika chingaki amotomete Omwana oye omomoima gotoria mwanyabanto erio koyobeka omogano oyio bene.
Meet Mr. James Mwamba and Isaac Agwata a.k.a Masengenye who have understood the importance of The Bible Is Our Guide.,Sanga no’ Omorisia James Mwamba na Isaac Agwata a.k.a Masengenye erio bwemanyie ama nge igoro ye’ Ebibilia Buna Omogano.
Program Schedule,Ensemo entangani
Today's Program,Ensemo eye kabere
"The elder says that Mr. Ongengo has a story about tradition. The videos are available on Mr. Ongengo's YouTube channel. It's a story about the Abagusii people. Furthermore, the elder says that Mr. Ongengo is writing a book about the Gusii language which will be very important, like Dismas Nyangau Ye Egentonto.","Imbuya mono ase Mr. Ongengo ase egasi engiya ya ogotogokia. Amatera amaya korwa ase Mr. Ongengo bono nao are ase Youtube. Egasi engiya ase Abagusii. Ase boigo, imbuya mono Mr. Ongengo ase okoinyora Omogusii onde oito omonene otonyorete, omosike Dismas Nyangau Ye Egentonto."
"God is helping. The Abagusii elders such as Mr. Ongengo, Grandmaster Masese, Abana Sungusia, Onyoni Sakawa and the late Dismas Nyamgau have gathered together to discuss matters concerning culture. Thank you very much. God will help us.","Nyasae akorende. Abagusii abanene buna Mr. Ongengo, Grandmaster Masese, Abana Sungusia, Onyoni Sakawa amo na marehemu Dismas Nyamgau mwatenenire motwe na gotogokia ase ekemira giaito. Motari kwoboa. Buya sana. Nyasae ana kobamentera."
"The person who established the school in Kenya, Nyakemincha Primary School has been greatly appreciated today. Today also, the Nyamira County chief executive, Governor John Nyagarama attended.","Onye etaba ey' omoerio pi ase Kenya engima, Nyakemincha Primary School tiyarenge gocha komanyekana noonya. Nonya nabo igo, Nyamira County chief executive, Governor John Nyagarama okanire."
"Gov. Nyagarama, who studied at Nyakemincha Primary School and passed his exams to join Maseno National School, said he will build a new school and expand it. Because of the great development seen at that school, Gov. Nyagarama said he will build laboratories, toilets, and also provide desks for students.","Gov. Nyagarama, oyio osomete aaria Nyakemincha Primary School na goeta amatemwa kogenda Maseno National School, nigo ateba buna goika esukuru eye ekonywe. Ase omosangererekano oyio orenge ase esukuru eyio rero, Gov. Nyagarama nigo ateba buna goika abaibori, abana, amo n' abarimu babwaterane aamo, nario abana baraete amatemwa."
