English,Kiswahili,Ekegusii,Domain
"Implement policies! Schools, prevent gender-based violence.","Tekeleza sera! Shule, zuia ukatili wa kijinsia.","Korera emeremo acmachiko! Chisukuru, tanga obochege igoro yomonyaroka gose omomura ase esukuru.",Education
"Workplace policies and training prevent sexual harassment by establishing clear definitions, reporting channels, investigations, and support services based on national legal frameworks.","Sera na mafunzo mahali pa kazi huzuia unyanyasaji wa kijinsia kwa kuweka ufafanuzi ulio wazi, njia za kuripoti, uchunguzi, na huduma za usaidizi kulingana na mifumo ya kisheria ya kitaifa.","Koba namachiko ase abanto bagokora emeremo na kobaegeria igor yoboronge bwa mwanyabanto ngokonya ere gokorerwa bobe kebwanchani egekogera kera omokori emeremo amanyete buya nga ogokora eke gose keria aya naria naro aramonyore, chinchera omonto akomanyeria abane igoro yayio, obotuki, amo nemeroberio yokomosira korengna nerichiko riense.",Security
New report shows increased blogger harassment; verify safety online.,Ripoti mpya inaonyesha ongezeko la unyanyasaji wa wanablogu; thibitisha usalama mtandaoni.,Chiripoti chinyia nigo chikworokia buna baria bakorika amangana betenenete bagendererete komigwa; riganetie obokongoria koenekia.,Security
"Beware of fraudsters soliciting for bribes from the public while masquerading as commission staff, it warned job seekers.","Jihadhari na matapeli wanaoomba rushwa kutoka kwa umma huku wakijifanya wafanyakazi wa tume, ilionya watafuta kazi.","Kabe maiso nabang'ainereria bagosaba amaaki korwa ase abanto bagwekora abakori emeremo bekeombe keria getenererete obokoreri bweserikari, ogokurera gochia abakorigia emeremo.",Governance
Access results from Dec 1 via portal.,Fikia matokeo kuanzia Desemba 1 kupitia lango.,Nyora amairanerio yamatemwa abo korwa etariki entang’ani yomotienyi 12,Education
The public is encouraged to verify to protect citizens.,Umma unahimizwa kuthibitisha ili kuwalinda raia.,Abamenyi bairwe omoyo ase okoerenda,Governance
NPS refuted a false terror alert online and urged verification through official channels.,NPS ilikanusha tahadhari ya uwongo ya ugaidi mtandaoni na kuhimiza uthibitishaji kupitia njia rasmi.,"Ekeombe ekenene kia abasikari (NPS) mbangete amangana oborimo igoro yokobamanyia obokebago goetera eintaneti, na bagasorora ng'a koenekia amangana ayio nere buya akoreke goetera chichera chiria chireo chiokobamanyia.",Security
Ensure there are confidential channels for employees to seek mental health support without fear of retaliation or judgment,Hakikisha kuna njia za siri kwa wafanyakazi kutafuta msaada wa afya ya akili bila hofu ya kulipiza kisasi au hukumu.,Enekia ng'a chinchera chi'ibobisia nchireo ase abakori emeremo korigia obokonyi bw'afya y'obongo batari na obwoba bw'ogoakana egesiomba gose gosibu.,Health
"Be inspired by the story of Kitale Growers Group, a successful example of increased yields in Tharaka Nithi.","Pata msukumo kutoka kwa hadithi ya Kitale Growers Group, mfano mzuri wa mavuno yaliyoongezeka huko Tharaka Nithi.","Ee omoyo nomogano korwa omochi o'Kitale Growers Group, omoroberio obeene ogesire rigesa aria Tharaka Nithi.",Agriculture
Kenya updated the PBO Act to tighten oversight on terrorism financing. Stay compliant and report suspicious activity.,Kenya ilisasisha Sheria ya PBO ili kuimarisha usimamizi wa ufadhili wa ugaidi. Endelea kufuata sheria na uripoti shughuli zinazotiliwa shaka.,Kenya yarigereirie keboyia amachiko yebiombe bitari bieserikari (PBO) gokongia obomongeri igoro yokoa abibago bwokoruta chipomu chibesa gokora obokebago bwabo. Kabe omoikaranu na karue eripoti igoro yebikoru biechitang'utang'u.,Security
Report corrupt officials to reinforce zero tolerance in institutions.,Ripoti maafisa wafisadi ili kuimarisha uvumilivu sifuri katika taasisi.,Karue amang'ana igoro yabakoreri abakorekanu gosegeta gokora obokorekanu as chiofisi.,Security
Announces how Community clubs in multiple counties share recipes and nutrition tips using fortified cereals and snacks.,Hutangaza jinsi vilabu vya Jumuiya katika kaunti nyingi vinavyoshiriki mapishi na vidokezo vya lishe kwa kutumia nafaka zilizoongezwa virutubisho na vitafunio.,Okorari goetera jijumuiya ase chikaunti chinyinge buna chikorosia chindagera ao ao na obosemi igoro yechindagera chingiya chimentire obuya botingiri na ebitakunero,Health
Ensuring fair pricing for cooperative members is vital. Learn how to assess the true value of your grain and negotiate effectively with consumers.,Kuhakikisha bei nzuri kwa wanachama wa vyama vya ushirika ni muhimu. Jifunze jinsi ya kutathmini thamani halisi ya nafaka yako na kujadiliana vyema na watumiaji.,Tema kobeka rigori rigiya as abanyabiombe abwo bakogora rigesa riao buna ring'ana riengencho. Egera komanya buna oraikere rigori riabeene rierigesa riechinyke chiao riabeene na buna ogoaka rigori nabagori bao.,Agriculture
U.S. Embassy renewed its advisory on possible unrest during U.S. primaries and urged heightened vigilance in demonstration-prone areas.,Ubalozi wa Marekani ulirejesha ushauri wake kuhusu uwezekano wa machafuko wakati wa kura za mchujo za Marekani na kuhimiza umakini mkubwa katika maeneo yenye maandamano.,Obobalosi bwa America (U.S. Embassy) aiga Kenya naende yarure ogokurerwa igoro yechiburaburu chingaki chiobochori bwa abarai bwebiam aaria America no kobeka obokongori bwa igoro kegima ase akageire koba nechiburaburu.,Security
Never overload electrical sockets - it can cause fires.,Usizidishe soketi za umeme kupita kiasi - inaweza kusababisha moto.,Tiga gotumba ebinto ebinge ase esoketi eyemo yesitima -eye nabo erabe enchera eyemo yomorero gwateka nyomba.,Security
US Embassy issued advisory warning of heightened crime and terror risks and urged caution.,Ubalozi wa Marekani ulitoa onyo la ushauri kuhusu hatari kubwa za uhalifu na ugaidi na kuhimiza tahadhari.,Obobalosi bwa America (US Embassy) aiga Kenya yarwete ogosemia kwogokurera igoro yobosareku bwaigoro mono nokonyarekana kwobokebago na gosaba koba maiso.,Security
Bevigilant students are tricked into smuggling narcotics,Wanafunzi makini wadanganywa ili kusafirisha dawa za kulevya kimagendo,"Kabe maiso, abana besukuru nigo bakongainwa gosoa ebiasara biogonya kobogoria na koonia chinyasore.",Security
Develop your agribusiness enterprise by focusing on land use to improve profitability and sustainability in grains.,Endeleza biashara yako ya kilimo kwa kuzingatia matumizi ya ardhi ili kuboresha faida na uendelevu wa nafaka.,Rosia omoreberio omuya bwoboonchoreria bwoboremi bwao borengete buna ogotumia omogondo oo boronge erio komenta ebitoki amo na okwegendereria  as oboremi bwechinyeke.,Agriculture
Use security bars or grilles on vulnerable windows and doors.,Tumia baa za usalama au grille kwenye madirisha na milango iliyo hatarini.,Sambereria egiriri ase chitirisa nemerangu gochikong'ia.,Security
Artists depict stories of civic justice,Wasanii wanaonyesha hadithi za haki ya kiraia,Abegi nkwegia bare goetera chigosori chiabo igoro buna oboronge bwoboamate bobwenerete obuya ase bonsi,Education
Annoucing lauch of National roadmap for nutrition interventions at county and national levels.,Kutangaza mpango wa kitaifa wa uingiliaji kati wa lishe katika ngazi za kaunti na kitaifa.,Okoraria omoroberio ase orogongo igoro yechindagera ase ekaunti naboigo ense yonsi,Health
"Summary of tactics used in Westgate, Garissa, and Dusit attacks with government guidance on reporting, preparedness, and emergency response.","Muhtasari wa mbinu zilizotumika katika mashambulizi ya Westgate, Garissa, na Dusit pamoja na mwongozo wa serikali kuhusu kuripoti, utayari, na majibu ya dharura.","Obwenge bwa'mangana igoro yechinchera chiatumegete goaka chipomu aaria Westgate, Garissa, na Dusit eserikari yarwete oborai buna abariki amang'ana na komanyia amangana ayio abanto yakoretwe, koba maiso, na ekere kiare gokorwa chingaki echio chiemebasekano.",Security
Guidelines on improved postâ€‘harvest storage to reduce maize losses.,Miongozo kuhusu uhifadhi bora wa mahindi baada ya mavuno ili kupunguza upotevu wa mahindi.,Omoroberio igoro buna ebwenerete kogesa na kopgacha rigesa riao  erio gokeia ogsareka kwebituma biao.,Agriculture
"Official launch of $5 billion FNRP to support food security across 24 ASAL counties, targeting 5M vulnerable Kenyans.","Uzinduzi rasmi wa FNRP ya dola bilioni 5 ili kusaidia usalama wa chakula katika kaunti 24 za ASAL, ukilenga Wakenya milioni 5 walio katika mazingira magumu.","Ogochakiwa bene kwa omoroberio oyo FNRP bwe chidola chibilioni 5 erio gokonya okoba gwe chindagera ase chikaunti 24 ase eroro na chinsemo chinyomo, barengete abakenya chomirioni 5",Health
Early reporting prevents outbreaks. Contact veterinary officers or the Toll-Free Animal Disease Hotline 0800721313.,Kuripoti mapema huzuia milipuko. Wasiliana na maafisa wa mifugo au Simu ya Bure ya Magonjwa ya Wanyama 0800721313.,Korwa eripoti bwango igoro yamarwaire gochia ase abanyagitari nigo egotanga oborwaire kwambokerana/koranda. Manyia omonyagitari bwetugo rangeria esimi eye yamorero 0800721313 otari goakana kende.,Security
Free adult literacy classes resume in all constituencies starting January 2025.,Wasifu wa bure wa madarasa ya kusoma na kuandika ya watu wazima katika majimbo yote kuanzia Januari 2025.,Ogosoma kwabanto abanene kwairanire ase chingongo chiobobunge chionsi gochakera omotienyi omotang'ani 2025.,Education
Leverage media platforms to expose corruption and protect public assets,Tumia majukwaa ya vyombo vya habari kufichua ufisadi na kulinda mali za umma,Abariki na komanyia amangana nere buya batumie ribaga riabo rigare nechinguru chiokomanyia gwasioria na korwania obokorekanu na korenda enobo yabainchi.,Security
Farming (UNDFF). Organizations can register in FO ... (3) make digital agriculture technics available to small farmers and not only the big agro-industries.,Kilimo (UNDFF). Mashirika yanaweza kujiandikisha katika FO ... (3) kufanya mbinu za kilimo kidijitali zipatikane kwa wakulima wadogo na si tu viwanda vikubwa vya kilimo.,Oboremi (UNDFF). Ebiombe nabo birerike ime FO ... (3) goikerania oboremi bwegechiditchitari na tekinolochia gotoka ase ase abaremi bebirengo ebike na  abaremi bebirengo ebinene nechfactori chinene chioboremi boka.,Agriculture
Integrate music education 2022.,Unganisha elimu ya muziki 2022.,Renta amo chisemi chiechingero 2022.,Education
Never leave children alone in vehicles - temperatures rise dangerously fast.,Usiwaache watoto peke yao ndani ya magari - halijoto huongezeka kwa kasi hatari.,Totiga abana boka erori ime - riberera ime yorori nigo rikomenta bwango.,Security
TAKING STOCK OF DEVOLUTION President Kenyatta urges the National Government and county governments to work together to address climate change in Kenya,KUCHUNGUZA UADILIFU Rais Kenyatta ahimiza Serikali ya Kitaifa na serikali za kaunti kufanya kazi pamoja ili kushughulikia mabadiliko ya hali ya hewa nchini Kenya,Korigereria ayare anyarekanire inse yechikaunti omonene bw'ense Kenyatta orure okoboria ase eserekari enene nechiserekari chie chikaunti kobwaterana ase okorenda ebitoetanaine ako noboonchoreria bwerire.,Governance
"Mothers who express breast milk should ensure clean containers, proper refrigeration, and correct warming procedures to prevent contamination.","Akina mama wanaokamua maziwa ya mama wanapaswa kuhakikisha vyombo vinasafishwa, vinahifadhiwa vizuri kwenye jokofu, na taratibu sahihi za kupasha joto ili kuzuia uchafuzi.","Abang'ina bari bagokamera abana amabere, nigo babwenerete koenekia ng'a ebinto bi'okobekerera mbisibirie, okogacha buya ase efriji na kobwatia buya erinde gotanga ogotiringa.",Health
Educate on resolving land inheritance disputes for women.,Kuelimisha kuhusu kutatua migogoro ya urithi wa ardhi kwa wanawake.,Somia abanto komanya buna bagokora emechando yemegondo korwa okoboko oko gochia okonde ase abang'ina.,Security
"This publication describes climate-smart agriculture (CSA) case studies from around the world, showing how the approach is implemented to address challenges ...","Chapisho hili linaelezea tafiti za mifano ya kilimo kinachozingatia mabadiliko ya tabianchi (CSA) kutoka kote ulimwenguni, likionyesha jinsi mbinu hiyo inavyotekelezwa ili kushughulikia changamoto ...","Egatabu eke nigo geworokereria igoro yoboremi borengete ogsareka kwerire (CSA) ebikworokereria korwa chingongo aoao chience, chikworokia bua omoroberio oyo ogokorwa gokonya omochando oyo ...",Agriculture
Protect your babys hearing by keeping them away from loud environments.,Linda usikivu wa mtoto wako kwa kumzuia asisikie mazingira yenye kelele.,Renda amato yomwana korwa ase amriogi amanene,Health
"APS responded to a school bomb threat by evacuating students, securing the area, and launching investigations into the source.","APS ilijibu tishio la bomu la shule kwa kuwahamisha wanafunzi, kulinda eneo hilo, na kuanzisha uchunguzi kuhusu chanzo.","Abasikari bobokoreri (APS) nkiairaneretie bwango igoro yamang'ana yokogosereria gwepombu ase esukuru goetera ogotamia abana, goetanana ase ayio, na goansa obotuki komanya ase amangana ayio arwete.",Security
"Announcement of staff health screening (BMI, blood pressure, blood sugar) and wellness baseline to shape ongoing workplace wellness programming.","Tangazo la uchunguzi wa afya ya wafanyakazi (BMI, shinikizo la damu, sukari ya damu) na msingi wa ustawi ili kuunda programu zinazoendelea za ustawi mahali pa kazi.","Okoraria okorenga obochenu ase abakori obochenu( BMI, ogoaka kwa amanyinga,esukari ase amanyinga) na korosia oboroso eeio korosia omoroberio yokoigwana ase emeremo",Health
"Act now! Communities, prevent FGM to protect girls.","Chukua hatua sasa! Jamii, zuia ukeketaji ili kuwalinda wasichana.",bogoria egetambokero bono! konya gotanga ogsara abana abanyaroka erio kobarenda,Education
Its not unmanly to struggle.Check on the men in your life.,Si jambo la kiume kujitahidi. Waangalie wanaume katika maisha yako.,Tiriri ing’ana ria kebosacha gochandeka. Barigererie abasacha bare ase obogima bwao.,Health
Child protection systems must prevent sexual abuse and exploitation and provide full support for affected children.,Mifumo ya ulinzi wa watoto lazima izuie unyanyasaji wa kingono na unyonyaji na kutoa msaada kamili kwa watoto walioathiriwa.,Nebwenerete nga ebitengo bionsi bire bikorenda abana gtanga na abana gotibonwa na bosomba bonde bwonsi goetera okobaa ogokonya gwa kera engencho.,Security
Public informed of an Al-Shabaab attack in Garissa and encouraged to stay vigilant as security heightened.,Umma umearifiwa kuhusu shambulio la Al-Shabaab huko Garissa na kuhimizwa kuwa macho huku usalama ukiimarishwa.,"Abanainchi bamanyiigwe igoro yebikoreri bia akili bandia Al bia -Shabaab goaka epomu Garissa, na kobaa omoyo gotigara maiso ekiagera oborendi bwagesirwe.",Security
Provide hotlines for reporting police abuse safely.,Toa simu za dharura za kuripoti unyanyasaji wa polisi kwa usalama.,Karwe chinamba chia moreromorero koripoti amagoso abasikari otari namochando.,Security
Director-General Urges New Ambassadors to Uphold Integrity and Professionalism,Mkurugenzi Mkuu Awahimiza Mabalozi Wapya Kudumisha Uadilifu na Utaalamu,Omorai Omonene osegetire ababalozi abanyia gotwa chiumbu chingiya na obokoreri obosera,Governance
Mombasa community policing forum convened by KEPSSI and local leaders to curb juvenile gangs in Likoni,Jukwaa la polisi jamii la Mombasa laitishwa na KEPSSI na viongozi wa eneo hilo ili kukabiliana na magenge ya vijana huko Likoni,Ogocha amo kwabarendi boborendi aaria ekaonti ya Mombasa gwakoretwe nekeombe keria kiobomo bwechisukuru chioboroso  (KEPSSI) ase okobwaterana nabarai bebinyoro gokinana na ebiombe biobosaria nabana abake aaria Likoni,Security
