English,Ekegusii,Domain
"Mental health boost in Kenya: 32 counselors graduate in Thika to tackle depression, trauma, and substance abuse. Africana College Director Dr. Susan Gitau urges government to fund county-level counseling centers to expand access to lifesaving psychosocial support.","Ogosegetwa okonene ase amarwaire yobongo: Abasemia bo'bongo 32 babete bagosoka bene korwa esukuru ya thika erio gokonya ase ebirengererio ebinge, emechando yogosiria amo na nayande abwetekaine  obongo.",Governance
All TTC students must complete civic education module before graduation ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ KICD directive.,"Abarimu baria bagosomera obwarimu goika babe bakorire amasomo yobogesaku nyuma batakora korwa chikorechi chiabo, ogochika korwa  KICD.",Education
Consider joining or forming a business watch program in commercial areas.,Nere buya kobwatana nabanyabiasara ase oborendi bwebiasara biano aaria ase ebiasara.,Security
Access education! Enroll pastoralist children in mobile schools.,"Ekera chisemi! Rika abana babatugi ase omoroberio bwechisukuru chiokong,anyang,anya.",Education
"The Director highlighted the role of Missions in harnessing Diaspora Investments. He Urged Kenyans abroad to register at their nearest Kenya Embassy, stressing that the missions are the first point of contact between the nation and its diaspora citizens.",kwerikia bene ase chiobisi chie chinse chiasiko asengecho eyuo Nero enchera yeritang'ani yokomanyekana koba ase chinse echio.,Governance
Train teachers! Prepare for terror threats in schools.,Somia abarimu! Eariganie igoro yobokebago bonde bwonsi esukuru.,Education
"Integrate trees with your livestock farming (agroforestry) for shade, windbreaks, fruit, timber, and improved soil health.","Borukania oboremi bwao bwetugo amo nemente (agroforestry)ase okonyora ekiriri, gokanya embeo enene, konyora amatunda, chibao timber, na obotobu ase riroba.",Agriculture
Kisumu Governor Nyong'o orders all restaurants shut in the county for failing to adhere to MoH measures against Covid-19.,"Omogabana o Kisumu, Nyong’o, orure richiko riogosieka chinsemo chiokoragera magega yogotaigwera amachiko arure na MOH yokorwania COVID 19",Health
"KICD releases digital textbooks adapted for learners with special educational needs, including audio and braille format.","Ekeombe keria getenerete buna amasomo akorosigwa (KICD) nkorwa kere ebetabi biogosoma biegedichitari birengete abana baria abaremaru, amo namasomo ase ogokwana na biria bia abana batari korora.",Education
"It warned the public about the widespread misinformation online regarding claims that registration was open, stating these claims are fraudulent.","Yarwete ogokurerwa ase abanto igoro yamangama ankuma gose oborimo goetera eintaneti igoeo yokongainereria nga okwerika gwechikura nkwaigoretwe, na komanyia abanto nga chinkwana echio nechioborimo.",Governance
"Creating awareness through the web and education on different foods, will be helpful for community health workers in assisting their people","Okomanyia igoro yechindagera ao ao chireo goetera omotandao amo namosomo, mbikonye abakoreri bobobwenia banka erio kobakonya ase ogotebereria aabande",Health
Use security cameras with cloud storage to preserve evidence if needed.,Beka chikamera chiria chibwatanirie neintaneti chikobwata abanto buna bagosoa na gosoka gose ebinto bigendererete kogonya obosaiti ekero boganeirie.,Security
"A judicial ruling found former officers guilty of murder, reinforcing accountability for serious misconduct.","Ekoti yanyorete abasikari namamocho yogoita, egekoro kiabegete chinguru gokora emeremo buya gwanchereria gotaiyo goikerania korora ng’a kera omosikari ebogorerie emeremo yaye.",Security
UK urges caution in urban centers due to terrorism threats.,Obomo bwa Boraya (UK) bwasabire abanto koba maiso gatigati yechitaoni ase engencho yokogoswa nobokebago bwokoruta chipomu.,Security
"The Teachers Service Commission (TSC) will next week advertise a fresh round of recruitment of 20,000 teachers on contract for junior schools","Ekeombe keria ekenene kiabarimu (TSC) ewiki egocha ngetangase keboyia amabaga yokorika abarimu 20,000 bekonda  ase chisukuru chiesekenderi ya inse.",Education
High threat of kidnapping targeting foreigners in northern and coastal areas and travelers are urged to avoid high risk zones.,Obwoba bwa igoro bwokobwatwa na kobiswa kwabanto korengete abarwa isiko bamenyete aaria Irianyi mbarabare nenyancha na baria bonsi bagotumia chigari ase rogendo baboriigwe gotaika ange nchinsemo echio chiregire nobokebago.,Security
KICD explores ways to integrate indigenous knowledge and practices into the school curriculum.,Ekeombe keria getenerete buna amasomo akorosigwa (KICD) nkorigia kere chinchera chiokobwatania chisemi chiokoiborwa na gokorera amo gochia amasomo ari agasomigwa chisukuru.,Education
Find the nearest aggregation points where buyers collect tea in bulk. This can reduce transport costs and improve market access for smallholder producers.,Rigia komanya ase chiafukado chiria chachoririrwe na goatananwa as chigotoka  na kogorwa ase ebirengo ebi'nene. Eye nekonnabiogo kwororobia engencho ya oogosoa echiro ase abaremi bebirengo ebike.,Agriculture
KEBS with the Ministry of Health in joint have has announced that they are formulating a policy in which salt with iron in abid to prevent its imballance,KEBS na Ewizarà yà obochenu ase obwamo bararirie korosia amachiko ase omonyo obwate amadini echuma erio gotanga oboremeru bwaye,Health
Katiba Institute reported constitutional rights violations during protests and urged judicial safeguards and rights-based policing.,Ekeombe gia Katiba Institute nkiamanyetie buna okobunwa kwa amachiko nabasikari kware gokorwa kwegosa gotaiyo chingaki chiokorobererekana na gosaba bororo ng'a amachiko atumeke korenda abakorobererekana buna oboronge bwabo.,Security
IEBC targets 80% youth voter turnout through campus outreach.,Ekeombe keria ekenene getenererete chikura (IEBC) nkerengete 80 ase emia goikera abasae buna abaaki chikura goetera omorobroberio bwokobaikera chiyunifasi chiabo.,Education
"Further, technologies that boost farm yields such as climate smart crop varieties and adaptable livestock breeds; resilience-enhancing ...","Mono kobua, chitekinorochia chiria chikogesa regesa buna chiria chiogochora chimbusuro ao ao chikoremereria rire amo nembego yetugo eria ekeremereria  rire-yangoi ...",Agriculture
Flood emergency: Schools in 10 counties to remain closed until further notice!,Emeroberio yemebasekano: Ogokurera gochia chisukuru 10 ime yechikaonti ng'a nchitigare chisiekire ase engaki etamanyekaini!,Education
"Implement policies! Schools, prevent gender-based violence.","Korera emeremo acmachiko! Chisukuru, tanga obochege igoro yomonyaroka gose omomura ase esukuru.",Education
"Workplace policies and training prevent sexual harassment by establishing clear definitions, reporting channels, investigations, and support services based on national legal frameworks.","Koba namachiko ase abanto bagokora emeremo na kobaegeria igor yoboronge bwa mwanyabanto ngokonya ere gokorerwa bobe kebwanchani egekogera kera omokori emeremo amanyete buya nga ogokora eke gose keria aya naria naro aramonyore, chinchera omonto akomanyeria abane igoro yayio, obotuki, amo nemeroberio yokomosira korengna nerichiko riense.",Security
New report shows increased blogger harassment; verify safety online.,Chiripoti chinyia nigo chikworokia buna baria bakorika amangana betenenete bagendererete komigwa; riganetie obokongoria koenekia.,Security
UoN study in Ruai Township demonstrates improved trust and citizen police collaboration after COP rollout,Amasomo akoretwe neyuniofasiti ya nairobi (UoN) aaria etaoni ya Ruai nkorwokia are buna okwegenana kwamentire gati yabanto nabasikari ase okobwaterana komoroberio bokobwaterana nogokorera nabarendi boborendi bwenyoro (COP),Security
"Beware of fraudsters soliciting for bribes from the public while masquerading as commission staff, it warned job seekers.","Kabe maiso nabang'ainereria bagosaba amaaki korwa ase abanto bagwekora abakori emeremo bekeombe keria getenererete obokoreri bweserikari, ogokurera gochia abakorigia emeremo.",Governance
"The launch sports in school fields, so as to promote rest, and to eliminate mosquitoes from biting children","Ugochakigwa ase ebitii biechigosori biechisukuru, erio gosegeta ogotimoka, na gokeani chiumbu chimbe ase abana",Health
Access results from Dec 1 via portal.,Nyora amairanerio yamatemwa abo korwa etariki entang’ani yomotienyi 12,Education
The public is encouraged to verify to protect citizens.,Abamenyi bairwe omoyo ase okoerenda,Governance
NPS refuted a false terror alert online and urged verification through official channels.,"Ekeombe ekenene kia abasikari (NPS) mbangete amangana oborimo igoro yokobamanyia obokebago goetera eintaneti, na bagasorora ng'a koenekia amangana ayio nere buya akoreke goetera chichera chiria chireo chiokobamanyia.",Security
Ensure there are confidential channels for employees to seek mental health support without fear of retaliation or judgment,Enekia ng'a chinchera chi'ibobisia nchireo ase abakori emeremo korigia obokonyi bw'afya y'obongo batari na obwoba bw'ogoakana egesiomba gose gosibu.,Health
"Be inspired by the story of Kitale Growers Group, a successful example of increased yields in Tharaka Nithi.","Ee omoyo nomogano korwa omochi o'Kitale Growers Group, omoroberio obeene ogesire rigesa aria Tharaka Nithi.",Agriculture
"Brief bulletin from Agriculture: vision on procedures of clean farming in Kenya (CSA) 2017-2027 ni:progressive agriculture that maneuvers weather patterns, and low carbon production that affects climate change, to ensure food security and supporting government plans nationally. The main context is to enable transformative agriculture, which adds to inhibitions and production of bad emissions. Main aim of thus is to build resiliency and reduce ga s emission from earth and livestock, reduce production costs and firtify food intake for better livelihoods.","Eminisitruri yoremi na okogendereria etugo Amangana Ameng'e: Ekerenga kiamotwegia gia'Kenya ase ensemo yoboremi aboikeranu na buna ayio araikerwe (CSA) 2017 â€“ 2026 nigo: oboremi bokonyara korenereria ogoonchoreria kwerire, gokenia embeo eria egosaria rire na kogendera kwamia endagera ase okogenderera sbuna omoroberio okoenekia omoigoto bwendagera gokonya emeroberio yeserikari ya magenderero. Engencho yaye nokorora ng'a oboremi oboremi nerisa bigese ebitokiy, biangoyie ogwekomereria and gokeania embeo eria egosaria rire. Ekerenga ekene nkeria nkeria giokwoagacjha oboremereria na gokeyia embeo eria egosaria rire kor ase oboremi botabwenereti erio kwangoyia omoigoto nendagera eria ebwenerete ase ekoagacha omobere na gokinia ebitoki.",Agriculture
Kenya updated the PBO Act to tighten oversight on terrorism financing. Stay compliant and report suspicious activity.,Kenya yarigereirie keboyia amachiko yebiombe bitari bieserikari (PBO) gokongia obomongeri igoro yokoa abibago bwokoruta chipomu chibesa gokora obokebago bwabo. Kabe omoikaranu na karue eripoti igoro yebikoru biechitang'utang'u.,Security
NCIC trains local mediators for conflict resolution.,Ekepmbe giokoegerera abanto komenya amo buna abanto abamo (NCIC) ngosomia ere ababwatania bomorembe gose chinkwana chiokoreta omorembe.,Education
"TSC promotes 16,000 teachers to senior grades.","Ekeombe ekene kia abarimu (TSC) giakinirie abarimu 16,000 tgochia ebiredi biaigoro.",Education
Report corrupt officials to reinforce zero tolerance in institutions.,Karue amang'ana igoro yabakoreri abakorekanu gosegeta gokora obokorekanu as chiofisi.,Security
"The Ministry of Health has issued warning through SMS to people concerned that, when food exeeds sugar, salt and fat levels is dangerous","Ewizara ya obochenu yarure ogokurerwa goetera SMS ase abànto, ekero endagera egetumana ebirengo bia esukari/ omonyo/ amaguta",Health
The Kenya Institute of Curriculum Development revised TVET curricula to align with industry needs for the 2019/2020 academic year.,Ekeombe keria getenenerete korosia amasomo nebigosomigwa (Kenya Institute of Curriculum Development) gianhioreirie keboyia amasomo yomwaka bamasomo a TVET korengana nokogania nokogania gwechifakitori omwaka 2019/2020.,Education
The government plans to roll out more digital learning devices to primary schools to enhance technology integration.,Eserikari nere nomoroberio bwogochaka amasomo yebinto biegedichitari ase oboagare ase chisukuru chioboroso gokinia obokoreri bwegedichitari.,Education
Seek help from national helpline( 0700-AGRICULTURE) to get emergency help on matters agriculture.,Rigia obokonyi korwa abaremi ba igoro goetera enamba eye yobokonyi (0700-AGRICULTURE) as obokonyi bwa'bwango igoro yoboremi nobokonyi.,Agriculture
