English,Domain,Source,SourceFile
⚫ The VCI indicated severe vegetation deficit across the County.,Agriculture/Disaster,NDMA Mandera Drought Early Warning Bulletin November 2025,Mandera_DEW_Bulletin_November_202520251219081652.pdf
⚫ Forage condition was poor in all livelihood zones.,Agriculture/Disaster,NDMA Mandera Drought Early Warning Bulletin November 2025,Mandera_DEW_Bulletin_November_202520251219081652.pdf
Socio-Economic Indicators (Impact Indicators) Production Indicators Livestock body condition was poor.,Agriculture/Disaster,NDMA Mandera Drought Early Warning Bulletin November 2025,Mandera_DEW_Bulletin_November_202520251219081652.pdf
Livestock diseases were reported.,Agriculture/Disaster,NDMA Mandera Drought Early Warning Bulletin November 2025,Mandera_DEW_Bulletin_November_202520251219081652.pdf
Milk production was below normal ranges.,Agriculture/Disaster,NDMA Mandera Drought Early Warning Bulletin November 2025,Mandera_DEW_Bulletin_November_202520251219081652.pdf
Terms of trade were below normal ranges.,Agriculture/Disaster,NDMA Mandera Drought Early Warning Bulletin November 2025,Mandera_DEW_Bulletin_November_202520251219081652.pdf
Household water distances were below normal.,Agriculture/Disaster,NDMA Mandera Drought Early Warning Bulletin November 2025,Mandera_DEW_Bulletin_November_202520251219081652.pdf
Livestock watering distance were above the normal ranges.,Agriculture/Disaster,NDMA Mandera Drought Early Warning Bulletin November 2025,Mandera_DEW_Bulletin_November_202520251219081652.pdf
Water consumption was below the normal range.,Agriculture/Disaster,NDMA Mandera Drought Early Warning Bulletin November 2025,Mandera_DEW_Bulletin_November_202520251219081652.pdf
Malnutrition cases are on upsurge compared to the normal ranges.,Agriculture/Disaster,NDMA Mandera Drought Early Warning Bulletin November 2025,Mandera_DEW_Bulletin_November_202520251219081652.pdf
Strategy was above normal ranges.,Agriculture/Disaster,NDMA Mandera Drought Early Warning Bulletin November 2025,Mandera_DEW_Bulletin_November_202520251219081652.pdf
Households with acceptable food consumption category recorded below the normal range.,Agriculture/Disaster,NDMA Mandera Drought Early Warning Bulletin November 2025,Mandera_DEW_Bulletin_November_202520251219081652.pdf
Households within the borderline have decreased.,Agriculture/Disaster,NDMA Mandera Drought Early Warning Bulletin November 2025,Mandera_DEW_Bulletin_November_202520251219081652.pdf
Households within the poor category have increased.,Agriculture/Disaster,NDMA Mandera Drought Early Warning Bulletin November 2025,Mandera_DEW_Bulletin_November_202520251219081652.pdf
And acceptable also decreased.,Agriculture/Disaster,NDMA Mandera Drought Early Warning Bulletin November 2025,Mandera_DEW_Bulletin_November_202520251219081652.pdf
Kiliwaheri sub-counties with very little impact on livestock and crop production.,Agriculture/Disaster,NDMA Mandera Drought Early Warning Bulletin November 2025,Mandera_DEW_Bulletin_November_202520251219081652.pdf
"term average of 52.7 mm, as shown in Figure 1.",Agriculture/Disaster,NDMA Mandera Drought Early Warning Bulletin November 2025,Mandera_DEW_Bulletin_November_202520251219081652.pdf
to concentrated livestock migration into those areas.,Agriculture/Disaster,NDMA Mandera Drought Early Warning Bulletin November 2025,Mandera_DEW_Bulletin_November_202520251219081652.pdf
vegetation health and density.,Agriculture/Disaster,NDMA Mandera Drought Early Warning Bulletin November 2025,Mandera_DEW_Bulletin_November_202520251219081652.pdf
indicating sparse and below- normal vegetation conditions.,Agriculture/Disaster,NDMA Mandera Drought Early Warning Bulletin November 2025,Mandera_DEW_Bulletin_November_202520251219081652.pdf
rainfall and drought episodes.,Agriculture/Disaster,NDMA Mandera Drought Early Warning Bulletin November 2025,Mandera_DEW_Bulletin_November_202520251219081652.pdf
as shown in the map in figure 3.,Agriculture/Disaster,NDMA Mandera Drought Early Warning Bulletin November 2025,Mandera_DEW_Bulletin_November_202520251219081652.pdf
communities have long relied on seasonal rains to sustain their livestock.,Agriculture/Disaster,NDMA Mandera Drought Early Warning Bulletin November 2025,Mandera_DEW_Bulletin_November_202520251219081652.pdf
"areas that received little rainfall, signaling a deepening crisis for livestock-dependent families.",Agriculture/Disaster,NDMA Mandera Drought Early Warning Bulletin November 2025,Mandera_DEW_Bulletin_November_202520251219081652.pdf
"increased livestock deaths, lower milk production, and falling market prices for weak and underfed animals.",Agriculture/Disaster,NDMA Mandera Drought Early Warning Bulletin November 2025,Mandera_DEW_Bulletin_November_202520251219081652.pdf
with dwindling incomes and few options.,Agriculture/Disaster,NDMA Mandera Drought Early Warning Bulletin November 2025,Mandera_DEW_Bulletin_November_202520251219081652.pdf
out their herds completely.,Agriculture/Disaster,NDMA Mandera Drought Early Warning Bulletin November 2025,Mandera_DEW_Bulletin_November_202520251219081652.pdf
"management, water harvesting techniques, and drought-resistant fodder programs, many families may be forced to abandon their traditional way of life altogether.",Agriculture/Disaster,NDMA Mandera Drought Early Warning Bulletin November 2025,Mandera_DEW_Bulletin_November_202520251219081652.pdf
limited number of water sources to meet both domestic and livestock needs.,Agriculture/Disaster,NDMA Mandera Drought Early Warning Bulletin November 2025,Mandera_DEW_Bulletin_November_202520251219081652.pdf
cent of total water use across all livelihood zones.,Agriculture/Disaster,NDMA Mandera Drought Early Warning Bulletin November 2025,Mandera_DEW_Bulletin_November_202520251219081652.pdf
population during the drought period.,Agriculture/Disaster,NDMA Mandera Drought Early Warning Bulletin November 2025,Mandera_DEW_Bulletin_November_202520251219081652.pdf
"overstretched, resulting in frequent breakdowns.",Agriculture/Disaster,NDMA Mandera Drought Early Warning Bulletin November 2025,Mandera_DEW_Bulletin_November_202520251219081652.pdf
"affected, with over 186 centers relying on water trucking as their main source of water.",Agriculture/Disaster,NDMA Mandera Drought Early Warning Bulletin November 2025,Mandera_DEW_Bulletin_November_202520251219081652.pdf
These available water bowsers cannot adequately serve the ever-increasing number of water trucking sites.,Agriculture/Disaster,NDMA Mandera Drought Early Warning Bulletin November 2025,Mandera_DEW_Bulletin_November_202520251219081652.pdf
"Therefore, the county is currently facing acute water shortages which calls for immediate intervention to avert the situation.",Agriculture/Disaster,NDMA Mandera Drought Early Warning Bulletin November 2025,Mandera_DEW_Bulletin_November_202520251219081652.pdf
boreholes and shallow wells.,Agriculture/Disaster,NDMA Mandera Drought Early Warning Bulletin November 2025,Mandera_DEW_Bulletin_November_202520251219081652.pdf
"irrigated livelihood zones trekked approximately 10 km, 8 km, and 6 km, respectively, to access water.",Agriculture/Disaster,NDMA Mandera Drought Early Warning Bulletin November 2025,Mandera_DEW_Bulletin_November_202520251219081652.pdf
distance is at par with normal short-term averages as shown in the figure above.,Agriculture/Disaster,NDMA Mandera Drought Early Warning Bulletin November 2025,Mandera_DEW_Bulletin_November_202520251219081652.pdf
"Water consumption was estimated at 7–10 litres, varying according to the type and reliability of the water source accessed.",Agriculture/Disaster,NDMA Mandera Drought Early Warning Bulletin November 2025,Mandera_DEW_Bulletin_November_202520251219081652.pdf
"the month of November as compared to month of October that recorded 16.4km, indicating a notable rise.",Agriculture/Disaster,NDMA Mandera Drought Early Warning Bulletin November 2025,Mandera_DEW_Bulletin_November_202520251219081652.pdf
"providing ample forage expected to last for the next few months, the increased trekking distance suggests other influencing factors at play.",Agriculture/Disaster,NDMA Mandera Drought Early Warning Bulletin November 2025,Mandera_DEW_Bulletin_November_202520251219081652.pdf
up or became less accessible due to environmental changes or human activities.,Agriculture/Disaster,NDMA Mandera Drought Early Warning Bulletin November 2025,Mandera_DEW_Bulletin_November_202520251219081652.pdf
"competition for water resources among different livestock herds or wildlife, forcing the animals to travel further to find less crowded or unexploited water sources.",Agriculture/Disaster,NDMA Mandera Drought Early Warning Bulletin November 2025,Mandera_DEW_Bulletin_November_202520251219081652.pdf
normal for this time of the year.,Agriculture/Disaster,NDMA Mandera Drought Early Warning Bulletin November 2025,Mandera_DEW_Bulletin_November_202520251219081652.pdf
The current average trekking distances are higher than the long-term averages.,Agriculture/Disaster,NDMA Mandera Drought Early Warning Bulletin November 2025,Mandera_DEW_Bulletin_November_202520251219081652.pdf
"increase compared to the previous month and remained the dominant source of income, accounting for 56 per cent in November, as the county continues to experience an alarm phase of the drought cycle some of the pastoralist resort to earn through casual labour in order to purchase livestock feeds.",Agriculture/Disaster,NDMA Mandera Drought Early Warning Bulletin November 2025,Mandera_DEW_Bulletin_November_202520251219081652.pdf
"products indicates slight increase compared to the preceding month, while income from trade remained stable.",Agriculture/Disaster,NDMA Mandera Drought Early Warning Bulletin November 2025,Mandera_DEW_Bulletin_November_202520251219081652.pdf
"1,600 in the previous month.",Agriculture/Disaster,NDMA Mandera Drought Early Warning Bulletin November 2025,Mandera_DEW_Bulletin_November_202520251219081652.pdf
3.1.0 Livestock Migration Patterns Outward livestock migration to parts of Wajir County and neighboring Country (Ethiopia) was reported.,Agriculture/Disaster,NDMA Mandera Drought Early Warning Bulletin November 2025,Mandera_DEW_Bulletin_November_202520251219081652.pdf
There is also internal migration within the sub-counties.,Agriculture/Disaster,NDMA Mandera Drought Early Warning Bulletin November 2025,Mandera_DEW_Bulletin_November_202520251219081652.pdf
pastoral Livelihood zones recorded significant cases of fair livestock body conditions.,Agriculture/Disaster,NDMA Mandera Drought Early Warning Bulletin November 2025,Mandera_DEW_Bulletin_November_202520251219081652.pdf
3.1.2 Livestock death and Diseases There were reported cases of livestock mortalities due to drought and diseases during the month.,Agriculture/Disaster,NDMA Mandera Drought Early Warning Bulletin November 2025,Mandera_DEW_Bulletin_November_202520251219081652.pdf
following livestock deaths were reported; 55 Cattle and 815 shoats (goats and sheep) across the county.,Agriculture/Disaster,NDMA Mandera Drought Early Warning Bulletin November 2025,Mandera_DEW_Bulletin_November_202520251219081652.pdf
"Sheep), Sheep & Goat pox and trypanosomiasis.",Agriculture/Disaster,NDMA Mandera Drought Early Warning Bulletin November 2025,Mandera_DEW_Bulletin_November_202520251219081652.pdf
by 30 per cent compared to the previous month.,Agriculture/Disaster,NDMA Mandera Drought Early Warning Bulletin November 2025,Mandera_DEW_Bulletin_November_202520251219081652.pdf
sampled sentinel sites reported milk production during the period.,Agriculture/Disaster,NDMA Mandera Drought Early Warning Bulletin November 2025,Mandera_DEW_Bulletin_November_202520251219081652.pdf
"The community primarily cultivates maize, simsim, sorghum, millet, and cowpeas.",Agriculture/Disaster,NDMA Mandera Drought Early Warning Bulletin November 2025,Mandera_DEW_Bulletin_November_202520251219081652.pdf
Few farmers are currently engaged in land preparation activities despite the delayed onset of the OND rains.,Agriculture/Disaster,NDMA Mandera Drought Early Warning Bulletin November 2025,Mandera_DEW_Bulletin_November_202520251219081652.pdf
"Irrigated cropping zone, The main crop grown are; Maize, cow peas, sunflower, Simsim, onions, tomatoes and watermelon.",Agriculture/Disaster,NDMA Mandera Drought Early Warning Bulletin November 2025,Mandera_DEW_Bulletin_November_202520251219081652.pdf
"Maize crop is in different stages of germination; Knee height, above knee height and others are at flowering stages in irrigated cropping zones.",Agriculture/Disaster,NDMA Mandera Drought Early Warning Bulletin November 2025,Mandera_DEW_Bulletin_November_202520251219081652.pdf
