English,Kiswahili,Domain,Ekegusii
Green Climate Fund greenlights two major FAO-led projects to strengthen climate resilience in Kenya and Serbia,Green Climate Fund inaangazia miradi miwili mikuu inayoongozwa na FAO ya kuimarisha ustahimilivu wa hali ya hewa nchini Kenya na Serbia,Disaster/Health,
GNDR members respond to Kenya floods,Wanachama wa GNDR wakabiliana na mafuriko nchini Kenya,Disaster/Health,
"Community health volunteers at Kangatotha CHU are sensitized on how to wash hands, in Turkana Central Sub-County, @TurkanaCountyKE . Regular handwashing with soap & running water is recommended by the @WHO as one of the best ways to prevent the spread of COVID-19. #KomeshaCorona","Wafanyakazi wa kujitolea wa afya katika Kangatotha CHU wamehamasishwa kuhusu jinsi ya kunawa mikono, katika Kaunti Ndogo ya Turkana ya Kati, @TurkanaCountyKE . Kunawa mikono mara kwa mara kwa sabuni na maji yanayotiririka kunapendekezwa na @WHO kama mojawapo ya njia bora za kuzuia kuenea kwa COVID-19. #KomeshaCorona",Public Health,
"Cabinet Secretary Julius Migos Ogamba commissions new classrooms at Uthiru Comprehensive School and RukubiComprehensive School in Kabete Sub-County, Kiambu County.","Katibu wa Baraza la Mawaziri Julius Migos Ogamba aagiza madarasa mapya katika Shule ya Uthiru Comprehensive na Shule ya RukubiComprehensive katika Kaunti Ndogo ya Kabete, Kaunti ya Kiambu.",General,
Kenya Drought Response Dashboard (November 2022),Dashibodi ya Kukabiliana na Ukame Kenya (Novemba 2022),Disaster/Health,
HBS & RELON: Policy Brief: Strengthening Gender-Sensitive Responsiveness among RLOs in Kenya and Uganda June 2024,HBS & RELON: Muhtasari wa Sera: Kuimarisha Mwitikio wa Kijinsia kati ya RLOs nchini Kenya na Uganda Juni 2024,Disaster/Health,
"Kenya: ""Justice like any other person"" - Hate crimes and discrimination against LGBTI refugees","Kenya: ""Haki kama mtu mwingine yeyote"" - Uhalifu wa chuki na ubaguzi dhidi ya wakimbizi wa LGBTI",Disaster/Health,
VULNERABLE AND MARGINALIZED GROUP PLAN FOR MALAKOTE IN GARISSA COUNTY,MPANGO WA KUNDI HALISI NA WALIO PEKEO KWA MALAKOTE KATIKA KAUNTI YA GARISSA.,General,
"Dadaab Future Vision: Enhancing Self-Reliance for Refugees and Hosting Communities in Garissa, Kenya (August 2022)","Maono ya Baadaye ya Dadaab: Kuimarisha Kujitegemea kwa Wakimbizi na Jamii zinazowahifadhi huko Garissa, Kenya (Agosti 2022)",Disaster/Health,
"Research Terms of Reference: Multi-Sectoral Needs Assessment KEN2206, Dadaab and Kakuma refugee camps, Kenya (October 2022, V1)","Masharti ya Utafiti: Tathmini ya Mahitaji ya Kisekta KEN2206, kambi za wakimbizi za Dadaab na Kakuma, Kenya (Oktoba 2022, V1)",Disaster/Health,
Kenya - Turkana County - Kakuma Refugee Camp Infrastructure Map (29/08/2024),Kenya - Kaunti ya Turkana - Ramani ya Miundombinu ya Kambi ya Wakimbizi ya Kakuma (29/08/2024),Disaster/Health,
Makueni County: Drought Early Warning Bulletin for January 2023,Kaunti ya Makueni: Taarifa ya Onyo la Mapema kuhusu Ukame la Januari 2023,Disaster/Health,
"Samburu and Baringo Rapid Needs Assessment, July 2023","Tathmini ya Mahitaji ya Haraka ya Samburu na Baringo, Julai 2023",Disaster/Health,
(a) build institutional capacity to provide quality post-graduate education with relevance to the labor market;,(a) kujenga uwezo wa kitaasisi ili kutoa elimu bora ya baada ya kuhitimu yenye umuhimu kwa soko la ajira;,General,
Narok County: Drought Early Warning Bulletin for July 2023,Kaunti ya Narok: Taarifa ya Onyo la Mapema kuhusu Ukame Julai 2023,Disaster/Health,
"Kenya - Floods, update (Kenya Met, media) (ECHO Daily Flash of 15 December 2023)","Kenya - Mafuriko, sasisho (Kenya Met, vyombo vya habari) (ECHO Daily Flash ya 15 Desemba 2023)",Disaster/Health,
"Hanaano which means 'to nurture' in Somali is a three-year cross-border nutritionsensitive initiative, supporting women in navigating these challenges, promoting breastfeeding as a culturally rooted and climate-resilient practice.","Hanaano ambayo ina maana ya 'kulea' katika Kisomali ni mpango wa miaka mitatu wa kuzingatia lishe kuvuka mipaka, kusaidia wanawake katika kukabiliana na changamoto hizi, kuhimiza unyonyeshaji kama desturi iliyokita mizizi na kustahimili hali ya hewa.",Health,
"Kenya - Cholera outbreak (DG ECHO, Ministry of Health of Kenya, WHO) (ECHO Daily Flash of 09 April 2025)","Kenya - Mlipuko wa Kipindupindu (DG ECHO, Wizara ya Afya ya Kenya, WHO) (ECHO Daily Flash ya 09 Aprili 2025)",Disaster/Health,
"WFP Kenya Country Brief, June 2026","Muhtasari wa Nchi wa WFP wa Kenya, Juni 2026",Disaster/Health,
Baringo County: Drought Early Warning Bulletin for February 2023,Kaunti ya Baringo: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Februari 2023,Disaster/Health,
This advertisement is placed for general public information.,Tangazo hili limewekwa kwa habari ya jumla ya umma.,Disaster/Health,
Garissa County: Drought Early Warning Bulletin for January 2024,Kaunti ya Garissa: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Januari 2024,Disaster/Health,
Kenya: Drought - ASAL Humanitarian Network Drought Response - Activity by Ward (as of 23 August 2023),Kenya: Ukame - Mtandao wa Kibinadamu wa ASAL Mwitikio wa Ukame - Shughuli ya Ward (kuanzia tarehe 23 Agosti 2023),Disaster/Health,
Makueni County: Drought Early Warning Bulletin for May 2023,Kaunti ya Makueni: Taarifa ya Onyo la Mapema kuhusu Ukame la Mei 2023,Disaster/Health,
MSF Responds to Surge in Kala-azar cases in Wajir and Marsabit Counties in Kenya,MSF Yajibu Ongezeko la visa vya Kala-azar katika Kaunti za Wajir na Marsabit nchini Kenya,Disaster/Health,
Turkana County: Drought Early Warning Bulletin for May 2022,Kaunti ya Turkana: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Mei 2022,Disaster/Health,
Adult Education Management; Tertiary Institutions and State Corporations,Usimamizi wa Elimu ya Watu Wazima; Taasisi za Elimu ya Juu na Mashirika ya Serikali,General,
Kenya builds capacity to produce its own vaccines,Kenya inajenga uwezo wa kuzalisha chanjo zake,Disaster/Health,
Lamu County: Drought Early Warning Bulletin for June 2022,Kaunti ya Lamu: Taarifa ya Onyo la Mapema kuhusu Ukame Juni 2022,Disaster/Health,
GIEWS Country Brief: Kenya 18-June-2025,GIEWS Muhtasari wa Nchi: Kenya 18-Juni-2025,Disaster/Health,
Drought situation in the Kenya ASAL areas now at crisis level,Hali ya ukame katika maeneo ya Kenya ASAL sasa katika kiwango cha mgogoro,Disaster/Health,
Kenya: Registered refugees and asylum-seekers (as of 30 June 2025),Kenya: Wakimbizi waliosajiliwa na wanaotafuta hifadhi (tangu 30 Juni 2025),Disaster/Health,
"In Angola, several strategic priorities are required. The first is to listen more closely to communities and to incorporate their concerns, perceptions, and experiences into the development of health policies and programs. The second priority is to strengthen the role of community health workers, religious leaders, traditional authorities, and civil society organizations as permanent partners in health promotion and community mobilization. It is equally important to integrate communication into primary healthcare, bringing services closer to the people.","Nchini Angola, vipaumbele kadhaa vya kimkakati vinahitajika. Ya kwanza ni kusikiliza kwa karibu zaidi jamii na kujumuisha wasiwasi wao, mitazamo, na uzoefu katika uundaji wa sera na programu za afya. Kipaumbele cha pili ni kuimarisha nafasi ya wahudumu wa afya ya jamii, viongozi wa dini, mamlaka za kimila, na mashirika ya kiraia kama washirika wa kudumu katika kukuza afya na kuhamasisha jamii. Ni muhimu vile vile kuunganisha mawasiliano katika huduma ya afya ya msingi, kuleta huduma karibu na watu.",General,
"She is one of 4,250 community health promoters who worked to ensure up to 13 million children across Kenya received medicines to combat neglected tropical diseases.","Yeye ni mmoja wa waendelezaji wa afya ya jamii 4,250 ambao walifanya kazi ili kuhakikisha hadi watoto milioni 13 kote nchini Kenya wanapokea dawa za kukabiliana na magonjwa ya tropiki yaliyosahaulika.",Health,
Nyeri (Kieni) County: Drought Early Warning Bulletin for February 2023,Kaunti ya Nyeri (Kieni): Taarifa ya Onyo la Mapema kuhusu Ukame Februari 2023,Disaster/Health,
Kenya: Complex Emergency Appeal (MDRKE068),Kenya: Rufaa Changamano ya Dharura (MDRKE068),Disaster/Health,
Kwale County: Drought Early Warning Bulletin for March 2022,Kaunti ya Kwale: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Machi 2022,Disaster/Health,
"Kenya - Floods, update (UN OCHA, Kenya Meteorological Department) (ECHO Daily Flash of 20 June 2024)","Kenya - Mafuriko, sasisho (UN OCHA, Idara ya Hali ya Hewa ya Kenya) (ECHO Daily Flash ya 20 Juni 2024)",Disaster/Health,
Meru (Meru-North) County: Drought Early Warning Bulletin for February 2024,Kaunti ya Meru (Meru-Kaskazini): Taarifa ya Onyo la Mapema kuhusu Ukame Februari 2024,Disaster/Health,
Kenya: Registered refugees and asylum-seekers (as of 31 May 2022),Kenya: Wakimbizi waliosajiliwa na wanaotafuta hifadhi (kuanzia tarehe 31 Mei 2022),Disaster/Health,
"Despite localized improvements following the March–May rains, drought remains acute in northern counties such as Mandera and Wajir.","Licha ya uboreshaji wa ndani kufuatia mvua ya Machi-Mei, ukame unaendelea kuwa mkali katika kaunti za kaskazini kama vile Mandera na Wajir.",Disaster/Health,
"Kenya | Joint Market Monitoring Initiative (JMMI) Market Overview, Q3 2025 (July - September 2025)","Kenya | Muhtasari wa Soko wa Mpango wa Pamoja wa Ufuatiliaji wa Soko (JMMI), Q3 2025 (Julai - Septemba 2025)",Disaster/Health,
Kenya: Drought - Arid and Semi-Arid Lands (ASALs) (3 Jul 2023),Kenya: Ukame - Ardhi Kame na Nusu Kame (ASALs) (3 Jul 2023),Disaster/Health,
A New Kind of Drought Insurance for Women in Kenya's Arid Rangelands,Aina Mpya ya Bima ya Ukame kwa Wanawake katika Nyanda Kame za Kenya,Disaster/Health,
Kajiado County: Drought Early Warning Bulletin for January 2023,Kaunti ya Kajiado: Taarifa ya Onyo la Mapema kuhusu Ukame la Januari 2023,Disaster/Health,
"UNICEF Zambia Representative Saja Farooq Abdullah emphasized that the campaign is not meant to be a stand-alone intervention. ""While these rounds are essential to stop poliovirus transmission, lasting protection depends on strong routine immunization systems that continue well beyond the campaign period. And here caregivers play a critical role, sustaining gains by keeping children up to date with all essential vaccinations provided by routine services,"" she said.","Mwakilishi wa UNICEF Zambia Saja Farooq Abdullah alisisitiza kuwa kampeni hiyo haikusudiwi kuwa uingiliaji wa kujitegemea. ""Ijapokuwa duru hizi ni muhimu kukomesha maambukizi ya virusi vya polio, ulinzi wa kudumu unategemea mifumo thabiti ya chanjo ya kawaida ambayo inaendelea vizuri zaidi ya kipindi cha kampeni. Na hapa walezi wana jukumu muhimu, kudumisha mafanikio kwa kuwaweka watoto hadi sasa na chanjo zote muhimu zinazotolewa na huduma za kawaida,"" alisema.",General,
Comment by UN Human Rights Office spokesperson Jeremy Laurence on Kenya protests,Maoni ya msemaji wa Ofisi ya Haki za Kibinadamu ya Umoja wa Mataifa Jeremy Laurence kuhusu maandamano ya Kenya,Disaster/Health,
Africa faces 470 million COVID-19 vaccine shortfall in 202117 September 2021,Afrika inakabiliwa na upungufu wa chanjo ya COVID-19 milioni 470 mnamo 202117 Septemba 2021,General,
"More than four out of five refugees in Kakuma, Kalobeyei, and Dadaab are multidimensionally poor, experiencing overlapping deprivations in education, employment, housing, water, and nutrition.","Zaidi ya wakimbizi wanne kati ya watano huko Kakuma, Kalobeyei, na Dadaab ni masikini wa pande nyingi, wanakabiliwa na kunyimwa kwa elimu, ajira, makazi, maji na lishe.",Health,
Southern Eastern Africa Higher Education Centers of Excellence (Ace II) projects.,Miradi ya Vituo Bora vya Elimu ya Juu Kusini mwa Afrika Mashariki (Ace II).,General,
"It is the first food system and a child's first vaccine, offering unparalleled nutrition and immune protection.Importantly, breastfeeding is also climate-smart — a renewable, zero-waste, low-carbon act that benefits both people and the planet.","Ni mfumo wa kwanza wa chakula na chanjo ya kwanza ya mtoto, inayotoa lishe isiyo na kifani na ulinzi wa kinga. Muhimu, kunyonyesha pia kunazingatia hali ya hewa - kitendo kinachoweza kurejeshwa, kisicho na sifuri, cha kaboni ya chini ambacho kinanufaisha watu na sayari.",Health,
"Kenya: Government Operation Against Pastoralist Militias in North Rift Region, 31 March 2023","Kenya: Operesheni ya Serikali Dhidi ya Wanamgambo wa Wafugaji katika Mkoa wa Kaskazini mwa Ufa, 31 Machi 2023",Disaster/Health,
PART II — DESIGNATION OF REGULATORY AUTHORITIES 6— Regulatory authorities. 7— Functions of the relevant regulatory authorities. 8— Guiding principles of the relevant regulatory authority.,SEHEMU YA II - UTEUZI WA MAMLAKA ZA USIMAMIZI 6- Mamlaka za udhibiti. 7- Kazi za mamlaka husika za udhibiti. 8- Kanuni elekezi za mamlaka husika ya udhibiti.,Disaster/Health,
"The project will operate under the overall guidance and oversight of the Regional Steering Committee. RSC comprises of members from participating countries, the private sector and academic experts of international stature.","Mradi utafanya kazi chini ya mwongozo na uangalizi wa jumla wa Kamati ya Uongozi ya Mkoa. RSC inajumuisha wanachama kutoka nchi zinazoshiriki, sekta binafsi na wataalam wa kitaaluma wa hadhi ya kimataifa.",General,
Kwale County: Drought Early Warning Bulletin for December 2022,Kaunti ya Kwale: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Desemba 2022,Disaster/Health,
Kenya : IFRC lance un appel d'urgence de 15 millions de francs suisses alors que les extrêmes climatiques poussent des millions de personnes au bord du gouffre. | IFRC,Kenya : IFRC imepata ufadhili wa milioni 15 wa hali ya hewa na hali ya hewa ambayo ni ya mamilioni ya watu au bord du gouffre. | IFRC,Disaster/Health,
"#KomeshaCorona Campaign For accurate updates on #COVID-19 follow @MOH_Kenya , @SpokespersonGoK , @WHO . #COVID19 is preventable. Protect yourself, family and the community. CALL - 719 TEXT *719# | @SpokespersonGoK | @KenyaGovernors | @StateHouseKenya | @WHOKenya |","Kampeni ya #KomeshaCorona Kwa masasisho sahihi kuhusu #COVID-19 fuata @MOH_Kenya , @SpokespersonGoK , @WHO. #COVID19 inazuilika. Jilinde, familia na jamii. PIGA SIMU - 719 MAANDISHI *719# | @MsemajiGoK | @KenyaGavana | @StateHouseKenya | @WHOKenya |",Public Health,
Monitoring Impacts of Shocks on Households in Kenya,Kufuatilia Athari za Mishtuko kwa Kaya nchini Kenya,Disaster/Health,
"Nearly all households (99%) reported being affected by drought, with significant water and hygiene needs reported.","Mipangilio dhaifu na inayoathiriwa na uhamishaji inakabiliwa na shinikizo zilizounganishwa za uharibifu wa mazingira, majanga ya hali ya hewa, uhaba wa rasilimali na mivutano ya kijamii.",Health,
"ASAL Humanitarian Network MPCT Endline Assessment, Kenya, January 2022","Tathmini ya Mwisho ya Mtandao wa Kibinadamu wa ASAL MPCT, Kenya, Januari 2022",Disaster/Health,
Marsabit County: Drought Early Warning Bulletin for May 2022,Kaunti ya Marsabit: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Mei 2022,Disaster/Health,
"Kenya - Floods, update (Ministry of Interior and National Administration, Kenya Met, media) (ECHO Daily Flash of 23 March 2026)","Kenya - Mafuriko, sasisho (Wizara ya Mambo ya Ndani na Utawala wa Kitaifa, Kenya Met, vyombo vya habari) (ECHO Daily Flash ya 23 Machi 2026)",Disaster/Health,
VULNERABLE AND MARGINALIZED GROUP PLAN FOR OGIEK IN BUNGOMA COUNTY,MPANGO WA KUNDI HALISI NA WALIO PEKEO KWA OGIEK KATIKA KAUNTI YA BUNGOMA.,General,
"WFP Kenya Country Brief, October 2023","Muhtasari wa Nchi wa WFP Kenya, Oktoba 2023",Disaster/Health,
Nyeri (Kieni) County: Drought Early Warning Bulletin for September 2024,Kaunti ya Nyeri (Kieni): Taarifa ya Onyo la Mapema kuhusu Ukame kwa Septemba 2024,Disaster/Health,
"Equal Partnerships: African Intermediary Cities as Actors and Partners in Urban Migration Governance - City Report: Garissa, Kenya","Ushirikiano Sawa: Miji ya Kati ya Afrika kama Watendaji na Washirika katika Utawala wa Uhamiaji Mijini - Ripoti ya Jiji: Garissa, Kenya",Disaster/Health,
"Comments are most helpful if they indicate the specific regulation or group of regulations to which they relate, contain a clear rationale , and where applicable provide a suggestion for alternative wording.","Maoni husaidia sana ikiwa yanaonyesha kanuni mahususi au kundi la kanuni ambalo yanahusiana nayo, yana mantiki iliyo wazi , na inapotumika kutoa pendekezo la maneno mbadala.",Disaster/Health,
