English,Domain
Flood-prone and refugee-hosting areas remain under sustained pressure.,Disaster/Health
"By March 2026, 3.3 million people, or 18 per cent of the population, were food insecure, with numbers projected to rise to 4.1 million by June, including 700,000 people in emergency conditions (IPC 4).",Disaster/Health
"More than 850,000 children under 5 require treatment for wasting, including about 200,000 severe cases.",Health
"Since late February, flooding has affected over 40,000 people, caused 122 fatalities and displaced more than 28,000.",Disaster/Health
"Concurrent outbreaks of cholera, measles (over 300 cases), dengue and Mpox are increasing public health risks.",Health
"While no Ebola cases have been reported, Kenya remains at high risk, with preparedness led by the Kenya National Public Health Institute.",Health
"From January to April, partners admitted over 44,000 children for treatment of severe acute malnutrition and screened more than 270,000 children and 74,000 pregnant and nursing women in seven counties.",Health
"Rainfall will vary across Kenya, with lower amounts in western regions and the Rift Valley, higher rainfall at the Coast, and minimal rain in eastern and north-eastern areas , while temperatures will remain above average nationwide.",Disaster/Health
"Disclaimer UN Office for the Coordination of Humanitarian Affairs To learn more about OCHA's activities, please visit https://www.unocha.org/.",Disaster/Health
"WFP reached 1.3 million people including 368,000 drought-affected people, refugees and smallholder farmers through food assistance, cash-transfers and capacity strengthening.",Disaster/Health
"WFP complemented the government-led emergency school meals programme reaching 225,000 learners in over 882 schools.",Education
"WFP locally procured 610 metric tons of specialized nutritious foods valued at USD 139,872.",Disaster/Health
UNHAS served 36 agencies by transporting 890 passengers and 3 mt of light humanitarian cargo.,Disaster/Health
"The purchasing power of poor households is steadily eroding as inflation rises, and food prices increase.",Disaster/Health
This Edition: J A N U A R Y - J U N E 2 0 2 6 MESSAGE FROM DR NEEMA RUSIBAMAYILA KIMAMBO HIV/AIDS Kenya becomes first in East Africa to launch 6-month HIV prevention injection NEGLECTED TROPICAL DISEASES LEADERSHIP Kenya builds capacity to produce its own vaccines NONCOMMUNICABLE DISEASES MATERNAL AND NEWBORN HEALTH,Health
"It is the first food system and a child’s first vaccine, offering unparalleled nutrition and immune protection.",Health
"Importantly, breastfeeding is also climate-smart — a renewable, zero-waste, low-carbon act that benefits both people and the planet.",Health
"This policy brief highlights the progress in breastfeeding promotion at national level, outlines gaps, and offers practical recommendations to strengthen support in remote and cross-border areas.",Health
"SITUATION ANALYSIS Despite recent rainfall, the drought and food‑security crisis in Kenya remains severe and life‑threatening.",Disaster/Health
Executive summary Primary HIV prevention programmes are vital for reducing new HIV infections and saving domestic resources which otherwise would be expended on treatment and support services if HIV transmission is not curbed.,Health
"About half of all new HIV infections worldwide in 2024 occurred among people from key populations and their sex partners, including gay men and other men who have sex with men, sex workers, transgender people and people who inject drugs.",Health
