Kiswahili,Domain
"Kenya yathibitisha kuongezeka kwa visa vya Mpox, ambapo sasa vimefikia 137 huku kaunti za Busia, Mombasa na Nakuru zikiongoza kwa kuwa na idadi kubwa zaidi ya maambukizi.",Health
"Wanawake wanakabiliwa na changamoto za kipekee katika matibabu ya uraibu kama vile majeraha, afya ya akili, unyanyapaa na majukumu ya ulezi. Huduma inayozingatia jinsia si ya hiari, ni muhimu",Health
"Waziri wa Elimu George Magoha alielezea hatua nane muhimu kwa shule zinazoanza tena madarasa - zilizolengwa awali katika Darasa la 4, Darasa la 8, na Kidato cha 4.",Education
"Ghorofa ya 4, Jengo la Benki ya Kilimo, 162 Independence Avenue, Wilaya ya Biashara ya Kati Abuja, Nigeria. aatf Simu: +234 9 4605480; aatf@aatf-africa.",Agriculture
"Watu wa dharura wanaowasiliana nao ni: Polisi (999), Ambulensi (911), Zimamoto (990).",Security
IEBC yawahimiza vijana wa Kenya kujiandikisha kama wapiga kura,Governance
Utangulizi wa mazoezi ya baada ya kujifungua na vikundi vya usaidizi wa lishe vinavyoongozwa na wataalamu wa tiba ya viungo na wataalamu wa lishe.,Health
Ukaguzi wa usalama ifikapo Septemba 30 kwa kutumia Mwongozo wa 2008.,Education
Panga mapema! Tengeneza mipango ya uokoaji wa maporomoko ya ardhi kwa shule.,Education
Lisha wanafunzi! Toa milo katika shule zilizoathiriwa na ukame.,Education
"Kikao hiki kililenga kukuza kilimo endelevu na kujenga usaidizi unaohitajika kwa ajili ya Sayansi, Teknolojia na Uvumbuzi (STU). Serikali zilipongezwa kwa kuendeleza sera, taasisi ...",Agriculture
"Gavana Anne Waiguru anawasihi wakazi kukumbatia uchunguzi wa saratani wa kawaida, akisisitiza kwamba ugunduzi wa mapema unasalia kuwa muhimu kwa matibabu yenye mafanikio.",Governance
"... upatikanaji wa soko na uendelezaji wa bidhaa, uhamasishaji wa matumizi endelevu ya ardhi, upatikanaji wa mikopo na pembejeo za kilimo, usalama wa samaki na uhakikisho wa ubora na ...",Agriculture
Kulala chini ya vyandarua vilivyotibiwa hupunguza hatari ya malaria kwa wanawake wajawazito na watoto ambao hawajazaliwa.,Health
Kufunguliwa tena kwa usalama: Shule zote lazima zifuate itifaki ya COVID ya pointi 10 - maagizo ya CS!,Education
"Wazazi: Lipa ada sifuri kwa shule za sekondari za umma — ' — "" ripoti shule yoyote inayodai pesa kwa 0800721490 sasa.",Education
Unda mpango wa dharura wa familia na mahali pa kukutania majanga.,Security
Kuwa mwangalifu na programu za ushauri wa biashara zinazotangazwa na watu wenye ushawishi wanaoomba ada kubwa za usajili. Nyingi hazina usajili wa kisheria.,Security
Nimeitisha sheria ya afya ya umma baada ya kutangazwa kuwa janga. Osha mikono vizuri na utumie vitakasa mikono vyenye pombe. Weka umbali wa mita 1 kutoka kwa mtu anayepiga chafya au kukohoa. Mtu anayekohoa au kupiga chafya anapaswa kukaa nyumbani na kuepuka misongamano ya watu.,Health
Bunge linapitia marekebisho ili kuimarisha usimamizi na utekelezaji dhidi ya ufadhili wa ugaidi.,Security
"Ubalozi wa Marekani uliwaonya raia kuhusu hatari wakati wa maandamano yanayoendelea, ukishauri kuepuka maeneo ya maandamano kutokana na uwezekano wa vurugu.",Security
Kufichua ajira kwa watoto katika mashamba; kuhimiza kuripoti.,Security
EACC iliwafunza viongozi na raia wa Nandi kuhusu uadilifu.,Security
Mafunzo ya wakulima kuhusu matumizi sahihi ya mbolea ili kuongeza mavuno.,Agriculture
Wakazi wahimizwa kukumbatia mpango wa Taifa Care,Governance
Fanya uchambuzi wa gharama na faida kabla ya kutumia mbinu mpya kama vile umwagiliaji wa matone ili kuhakikisha zina faida kifedha kwa ufugaji wako wa kuku.,Agriculture
Tafadhali fahamu kwamba taarifa ya umma inayosambazwa kwenye mitandao ya kijamii ni bandia.,Governance
Osha na chemsha chupa za watoto na chuchu kila wakati ili kuua vijidudu kabla ya kila matumizi.,Health
"Tekeleza itifaki! Shule, shughulikia machafuko kwa usalama.",Education
Wanafamilia waliopotea wanaweza kufuatiliwa kupitia majukwaa ya Msalaba Mwekundu wa Kenya na mitandao ya kijamii.,Security
Jifunze jinsi ya kupata huduma za ugani wa kilimo katika eneo lako kutoka kwa watoa huduma kama [extension_provider] kwa ushauri na mafunzo.,Agriculture
"Hafla hiyo, iliyofanyika katika Uwanja wa Gilgil, ilirushwa moja kwa moja kwenye majukwaa ya KDF ili kukuza uwazi na kuelimisha umma kuhusu mchakato wa kuajiri.",Governance
Wawezeshe walimu! Toa mafunzo ya mbinu za kisasa za kufundisha.,Education
Kuwa mwangalifu kuhusu kushiriki mipango ya usafiri kwenye mitandao ya kijamii.,Security
Shiriki katika programu za uangalizi wa ujirani na mipango ya ulinzi wa jamii.,Security
EACC imeripoti kuwa shirika linalotoa utafutaji na uthamini bandia wa hati miliki huko Kisumu. Tumia njia za serikali zilizothibitishwa pekee,Security
"Tangazo la huduma mpya ya SMS inayotuma vidokezo vya lishe vya kila wiki, arifa za usalama wa chakula na mwongozo wa lishe kwa waliojisajili.",Health
Raia wahimizwa kujiandikisha na bima mpya ya matibabu (SHA),Governance
"Serikali ya Kaunti inarudia kwamba usalama wa wakazi unasalia kuwa kipaumbele chake cha juu na inawasihi kila mtu kuwa macho, kufuata ushauri rasmi, na kusaidiana wakati huu wa mvua kubwa.",Governance
Boresha ujifunzaji! Sakinisha mbao mahiri darasani.,Education
"Wizara ya Afya yatangaza kampeni ya chanjo ya polio ya siku 5 kuanzia Oktoba 2 hadi 6, 2024",Health
"Akili yenye afya huchochea mafanikio mahali pa kazi. Kuweka kipaumbele katika afya ya akili huongeza ari, hupunguza msongo wa mawazo, na huboresha tija",Health
Toa huduma ya uhamaji! Toa huduma ya viti vya magurudumu kwa wanafunzi wenye ulemavu.,Education
Miongozo kuhusu uhifadhi bora wa mahindi baada ya mavuno ili kupunguza upotevu wa mahindi.,Agriculture
Watoto wako katika hatari kubwa. Hakikisha wanawajua watu wa dharura na wana vitambulisho katika makazi yaliyojaa watu.,Security
Sakinisha vigunduzi vya monoksidi kaboni ikiwa unatumia hita za gesi au mafuta ya taa.,Security
"Kufikia mwezi mmoja uliopita Polisi waomba viongozi katika shambulio la mwanamke Narok Polisi wawahimiza umma kushiriki taarifa ili kusaidia kuwakamata washukiwa waliorekodiwa wakimshambulia mwanamke huko Narok, kulaani kitendo hicho kama cha kinyama, na kuapa haki.",Governance
Wafunze wafanyakazi! Wafundishe taratibu za usalama wa moto shuleni.,Education
"Kujitunza ni muhimu - kunaathiri moja kwa moja ustawi wako kwa ujumla, ikiwa ni pamoja na afya ya kimwili, kiakili, na kihisia. Kuweka kipaumbele katika kujitunza kunakusaidia kudhibiti msongo wa mawazo, kuepuka uchovu, na kudumisha maisha yenye usawa. Kufanya mazoezi, kulala vizuri, kula vizuri, na kuzingatia huongeza ustahimilivu na kukuza mtazamo chanya.",Health
Weka alama wazi za kutokea kwa dharura na bila kizuizi katika majengo ya umma.,Security
Tumia teknolojia na mitandao ya kijamii kushiriki katika kampeni za kupambana na ufisadi.,Security
Wasaidie walimu! Toa vifaa vya kufundishia na mipango ya masomo.,Education
Tengeneza mustakabali wako! Shiriki katika majukwaa ya kiraia ya vijana.,Education
Mafuriko huua wanyama na kueneza magonjwa. Huhamisha makundi hadi kwenye maeneo ya juu na kuua vijidudu baada ya mafuriko.,Security
"Ili kuhakikisha uthabiti katika huduma, ripoti hiyo inahimiza Wizara ya Afya kufanya miongozo ya kliniki ipatikane kwa watoa huduma wote na kutekeleza viwango vya ufuatiliaji baada ya kujifungua kupitia usimamizi na ukaguzi wa kliniki.",Governance
Jiandikishe kama mpiga kura leo katika chuo kikuu cha umma kilicho karibu nawe. Usindikaji wa vitambulisho ni bure.,Education
"Hali za afya ya akili kama vile mfadhaiko zinaweza kusababisha dalili za kimwili kama vile uchovu na ugonjwa, na hivyo kuonyesha uhusiano mkubwa kati ya akili na mwili.",Health
"Kambi za wakimbizi lazima zitoe kipaumbele katika kupanga usalama, taa za kutosha, na ushiriki wa wanawake katika utawala.",Security
"KUCCPS ilifungua lango lake kwa watahiniwa wa KCSE wa 2024 kutuma maombi ya programu za diploma za Chuo cha Mafunzo ya Ualimu zenye tarehe ya mwisho ya Aprili 21, 2025.",Education
"Uzinduzi wa zana ya ugavi ya kidijitali inayowaunganisha wakulima, shule na wachuuzi ili kuboresha uwazi wa lishe katika kulisha shuleni.",Health
"Kufikia miezi 5 iliyopita DIG Lagat awaonya maafisa kuacha ufisadi Siku chache baada ya wafungwa kutoroka kutoka kizuizini halali katika mahakama huko Siaya, Naibu Inspekta Jenerali Eliud Lagat alizuru kaunti hiyo na kuwasihi maafisa kudumisha weledi na ushirikiano.",Governance
Tumia maji yaliyochemshwa au yaliyotibiwa kila wakati unapoandaa chakula cha watoto wachanga ili kuzuia kuhara.,Health
"Ushauri wa kuhimiza kuripotiwa kwa shughuli zinazotiliwa shaka katika maeneo ya umma kama vile shule, matamasha, na matukio ya michezo.",Security
Zana za kidijitali zinaweza kuwa mabadiliko makubwa kwa wakulima wadogo na mifumo endelevu ya chakula kwa ujumla.,Agriculture
Fuatilia viwango vya kuacha shule kila robo mwaka 2020.,Education
"Saidia kampeni za elimu na uhamasishaji kuwalinda watoto, wanawake, wakimbizi, na makundi yaliyo hatarini",Security
"Weka barabara zetu salama. Rushwa katika utoaji leseni na ukaguzi ni ""leseni ya kuua."" Ripoti rushwa katika usafiri.",Security
Kuhitimu katika Chuo Kikuu cha Machakos na wahitimu 2039.,Education
"Majukumu makubwa ya vyama vya siasa ni pamoja na: Kuimarisha ushiriki wa kidemokrasia kupitia uhamasishaji wa kisiasa kwa kuhamasisha umma kushiriki katika uchaguzi; na kuunda sera za umma, kuajiri na kuchagua viongozi wa kisiasa.",Governance
Lazima uwe umesajiliwa ili kupata chanjo ya COVID-19. Unaweza kufanya hivi katika kituo cha afya kilicho karibu au kujiandikisha kwenye tovuti ya MOH_Kenya (http://health.go.ke). Unachohitaji ni kitambulisho chako. Tafadhali wasaidie jamaa zako wazee kujiandikisha.,Health
"Idadi ndogo ya watu waliochanjwa wanaweza kuambukizwa COVID-19 baada ya chanjo; hii inaitwa maambukizi ya mafanikio, lakini kuna uwezekano wa kuwa na dalili ndogo kuliko kama hawakuchanjwa.",Health
"Usimamizi mzuri wa malisho huhakikisha chakula bora cha mifugo. Vidokezo kuhusu malisho, mbolea, na uboreshaji wa malisho.",Agriculture
IEBC inatoa wito kwa raia wote wanaostahiki - hasa vijana ambao wamefikia umri wa kupiga kura hivi karibuni - kutembelea ofisi ya eneobunge iliyo karibu na kujiandikisha.,Governance
"Maadhimisho ya kiraia yaliwakumbuka waathiriwa wa maandamano ya Saba Saba, yakiangazia malalamiko kuhusu kesi za ukatili wa polisi ambazo hazijatatuliwa.",Security
Mafunzo mara mbili sasa ni lazima: Wanafunzi wote wa TVET lazima wafanye kazi wakati wa kujifunza.,Education
Watoto wakimbizi wako katika hatari ya kudhulumiwa na kuuzwa nje ya nchi. Mashirika ya kibinadamu hutoa makazi salama na elimu katika kambi.,Security
"Kamati hutekeleza ushiriki wa umma, hupata maoni ya umma kuhusu Muswada na huandaa ripoti ndani ya kipindi kilichoainishwa hapo juu.",Governance
Mradi huunda seti ya data ya Kiingereza hadi KSL kwa wanafunzi viziwi kwa kutumia AI.,Education
Maeneo ya ukarimu yanapaswa kutambua na kushughulikia hatari kama vile usafirishaji haramu wa binadamu na unyanyasaji huku yakiwalinda wageni na wafanyakazi.,Security
Umma unahimizwa kuwa macho ili kuongeza uwazi.,Governance
Fundisha lugha za asili zilizo hatarini kutoweka shuleni ili kuhifadhi urithi wa kitamaduni.,Security
Tengeneza zana za tathmini 2021.,Education
"Wanaume, ni sawa kuzungumzia afya yako ya akili. Kuzungumza ni ishara ya nguvu.",Health
Tangazo la huduma ya ushauri wa lishe na ustawi inayotegemea akili bandia iliyoundwa kwa ajili ya wazee na walezi.,Health
"Kuwaweka watoto wachanga katika mgusano wa ngozi na mama husaidia kudhibiti halijoto, mapigo ya moyo, na kusaidia ukuaji wa kinga mwilini.",Health
Uangalizi wa Kisiasa: Seneta wa Kakamega awaonya wakazi dhidi ya matapeli wa chama cha UDA,Governance
Kuchukua aina tofauti za chanjo haipendekezwi. Baada ya kuchanjwa kikamilifu utapata cheti chako cha COVID-19 kutoka kwa tovuti ya MOH https://portal.health.go.ke.,Health
Mafunzo kuhusu ulinzi wa mtoto 2023.,Education
Ungana na wanunuzi wa taasisi kama vile hospitali ili kusambaza mboga zako mara kwa mara. Elewa mahitaji yao.,Agriculture
Makanisa na misikiti lazima yachunguze wafanyakazi na kutekeleza sera za kuzuia unyanyasaji wa watoto ndani ya vituo vyao.,Security
Homa kali kwa mtoto inaweza kuwa ishara ya malaria au maambukizi. Tembelea kliniki iliyo karibu bila kuchelewa ili kuzuia matatizo.,Health
Fanya ukaguzi wa shule kwa usalama 2024.,Education
Serikali ya Marekani iliwashauri raia kuepuka Eastleigh na Kibera kutokana na wasiwasi wa usalama.,Security
Kagua mabweni! Hakikisha unazingatia usalama wa moto shuleni.,Education
Shiriki katika shughuli zinazokuza ufahamu na utetezi wa afya ya akili. Hii inaweza kusaidia kujenga hisia ya kuwa wa kipekee na kusudi.,Health
"Wakati wa majanga ya muda mrefu, hifadhi chakula kwa kukausha, kutia chumvi, au kutumia vyombo visivyopitisha hewa ili kuepuka kuharibika.",Security
"Kenya inaripoti ongezeko kubwa la visa vya Covid-19 kila siku; maambukizi mapya 123 kutoka kwa sampuli 3,077 zilizopimwa.",Health
Kutangaza mpango wa kitaifa wa uingiliaji kati wa lishe katika ngazi za kaunti na kitaifa.,Health
Kidato cha 1–4: Jiandikishe kama wapiga kura wiki hii au ukose uchaguzi wa 2027!,Education
DCI inathibitisha kukamatwa kwa wawakilishi bandia wa mashirika yasiyo ya kiserikali wanaodai kushirikiana na Mpango wa Chakula Duniani Kaskazini mwa Kenya. Daima thibitisha kupitia usajili rasmi wa mashirika yasiyo ya kiserikali.,Security
Kuimarisha Ufadhili wa Kilimo huko Kayonza: SACCO zilianzishwa kwenye Zana ya Tathmini ya Mikopo ya Kilimo ambayo kupitia kwayo vyama vya ushirika ...,Agriculture
Kudumisha miundombinu ya shule 2023.,Education
EACC inachunguza watu wanaojifanya wakaguzi wa wizara wanaoomba rushwa kutoka shule ndogo. Ukaguzi wote umepangwa rasmi na kuandikwa.,Security
KRA inawahimiza wananchi kuzingatia sheria kwa ajili ya maendeleo ya taifa.,Governance
Mashirika ya usalama yaliongeza doria za kitaifa wakati wa msimu wa sikukuu ili kuzuia uhalifu na kulinda jamii.,Security
"Ili kupona kifua kikuu, ni lazima ukamilishe matibabu yote kama ilivyoshauriwa na mfanyakazi wa afya.",Health
Weka watoto mbali na miali ya moto na sehemu zenye joto jikoni.,Security
Pakua ratiba ya KCSE 2025 kutoka kwa lango la KNEC ifikapo Oktoba 1.,Education
Sehemu ya pili ya karatasi inachunguza chaguzi za kitaasisi na sera zinazopatikana ili kukuza mpito wa kilimo kinachozingatia mabadiliko ya tabianchi katika ngazi ya wakulima wadogo.,Agriculture
Harakati ya usajili wa wapiga kura kwa vijana: Tembelea shule yako kwa usindikaji wa vitambulisho bila malipo.,Education
KNCHR yatoa wito wa tahadhari baada ya maandamano ya vurugu.,Security
"TANGAZO LA NAFASI ZA KAZI, NAFASI ZA MUDA Tume Huru ya Uchaguzi na Mipaka (IEBC) inatafuta kuajiri wafanyakazi wa muda kuhudumu katika nafasi zifuatazo: 1. Makarani wa Usajili wa Wapiga Kura: Watatumwa katika Vituo 57 vya Huduma kote nchini, na 2. Maafisa wa Kura za Uchaguzi Mdogo. Kwa maelezo zaidi tembelea",Governance
"Tafadhali mjiandikishe kwa SHA, Rais Ruto awahimiza wakazi wa Mkongani",Governance
Mamlaka ya Kupambana na Rushwa ya NSSF hutoa njia kwa umma kuripoti vitendo vya rushwa na/au ulaghai ndani ya programu na shughuli zake.,Governance
Si jambo la kiume kujitahidi. Waangalie wanaume katika maisha yako.,Health
Kuwa mwangalifu! Epuka hatari za kemikali karibu na shule.,Education
EACC inafanya kampeni za kuhamasisha kuripoti visa vya ufisadi bila majina.,Education
Wanafunzi wakimbizi hujiunga na shule za umma bila malipo kuanzia Januari. Lete kadi ya UNHCR pekee.,Education
Toa simu za usaidizi za siri kwa Wakenya wa LGBTQ+ wanaokabiliwa na vurugu.,Security
Ushuru na upendeleo wa sera dhidi ya kilimo ni pamoja na: mkusanyiko wa uwekezaji wa umma katika maeneo ya miundombinu na utoaji wa usalama ...,Agriculture
"Wanawake wajawazito wanahimizwa kulala chini ya vyandarua vilivyotibiwa na dawa za kuua wadudu na kutumia dawa za kuzuia malaria ili kuepuka malaria, ambayo inahatarisha maisha ya mama na mtoto.",Health
Wanafunzi wote wa vyuo vikuu wanapata kifurushi cha data cha 50GB bila malipo '¢' — anzisha kwa barua pepe ya .ac.ke sasa!,Education
Kaa salama! Waripoti wageni walio karibu na shule kwa walimu au polisi.,Education
Kuwa macho! Epuka njia zisizo salama za kwenda shuleni katika maeneo ya majambazi.,Education
"Kwa kuwajali wale walio karibu nawe, unaweza kuokoa maisha! Kuweka kipaumbele katika afya ya akili mahali pa kazi ni muhimu vile vile kwa wale wanaofanya kazi kutoka nyumbani. Changamoto za afya ya akili zinaweza kumathiri mtu yeyote; hazibagui. Popote unapofanyia kazi, kutunza afya yako ya akili kunaweza kuboresha uzalishaji wako na furaha yako kwa ujumla. Tuvunje unyanyapaa na tufanye afya ya akili kuwa kipaumbele!",Health
Toa mafunzo kwa jamii! Fundisha kuzuia ujambazi karibu na shule.,Education
"Ukame unahitaji usimamizi maalum. Toa madini, punguza ukubwa wa kundi mapema, na uhifadhi maji.",Security
Ubalozi wa Marekani ulirejesha ushauri wake kuhusu uwezekano wa machafuko wakati wa kura za mchujo za Marekani na kuhimiza umakini mkubwa katika maeneo yenye maandamano.,Security
"Nafasi za kidijitali zinaweza kuwaweka watu katika hatari ya unyanyasaji mtandaoni. Sheria zinaharamisha vurugu za mtandaoni na huduma za usaidizi huwasaidia walionusurika kupata vifaa salama, kuripoti matukio, na kuondoa maudhui hatari.",Security
"Kuwa macho! Shule, fuatilia hatari za utekaji nyara.",Education
"Kwa ufafanuzi, mbinu ya CSA inafuata nguzo tatu: kuongeza tija ya kilimo endelevu na kuboresha mapato ya wakulima; kujenga ustahimilivu na.",Agriculture
Jua haki zako na udai uadilifu kutoka kwa maafisa wa umma ili kupunguza hatari za ufisadi.,Security
Nyimbo zilizowasilishwa kupitia Instagram,Education
Hakikisha upatikanaji! Toa majukwaa ya kidijitali kwa wanafunzi wote.,Education
Unganisha shule za vijijini! Toa intaneti kwa ajili ya kujifunza.,Education
IEBC yawahimiza Wakenya kuwa na subira kwa matokeo,Governance
"Malisho ya mifugo ya AMP huboresha afya ya udongo na huduma za mfumo ikolojia, na kusaidia uzalishaji endelevu wa mifugo.",Agriculture
Serikali inawaalika wadau kutoa maoni yao ili kuboresha uwazi.,Governance
Jiunge na shule za jamii! Elimu ya bei nafuu kwa familia zenye kipato cha chini.,Education
Vaa kwa ajili ya mafanikio! Omba ruzuku ya sare kwa wanafunzi wenye uhitaji.,Education
Umma unaalikwa kuchangia katika uundaji wa zana za akili bandia kwa ajili ya kugundua ubinafsi na kuboresha mikakati ya kuzuia.,Security
"Ugumu wa kufikia masoko ni kikwazo kikubwa kwa wakulima wa nyama ya ng'ombe, ... upatikanaji wa soko na matatizo yanayosababishwa na hali ya hewa. Kutokuwepo huku kunadhoofisha ...",Agriculture
Huduma ya kwanza ya msingi huokoa maisha wakati wa majanga. Mafunzo ya bure yanapatikana kupitia St. John Ambulance na Kenya Red Cross.,Security
Tengeneza rubriki za tathmini 2022.,Education
"Ili kupata uelewa wa kina wa kile ambacho teknolojia za kilimo za China zinatoa barani Afrika, AATF ilifanya utafiti ili kubaini teknolojia zinazopatikana ...",Agriculture
