English,Kiswahili,Ekegusii,Domain
Impacts of U.S. pause of foreign assistance on global AIDS programmes in Kenya,Madhara ya kusitisha kwa Marekani usaidizi wa kigeni kwenye programu za kimataifa za UKIMWI nchini Kenya,N/A - Pending Fine-Tuned Model Inference,Disaster/Health
"State Department unveils pilot of e-voucher and digital tools to monitor input delivery, production and dietary outcomes.","Wizara ya Mambo ya Nje yazindua majaribio ya vocha za kielektroniki na zana za kidijitali ili kufuatilia utoaji wa pembejeo, uzalishaji na matokeo ya lishe.","Ewizara ya màngana a isiko, yatemere korenta evocha ase chikomputa na ebiogwe vya dichitol erio gosegeta rikomera, korenta chinyeke na rigesa ase chindagera",Health
KUCCPS opened its portal for inter-institutional transfers for 2025/2026 placements targeting TVET and university students.,N/A - Pending Fine-Tuned Model Inference,emeroberio yaye yeintanetui gokonya abana gosaba amabaga yogosoa kiaigoire emeroberio yaye gokonya abana gokonya abana gosaba korwa ase chiyunifasiti chiabo gosoa eria atagete ase omwaka 2025/2026 orengete abana beyunifasiti nechiokorechi bagosemera obobundi TVET.,Education
"Kenya Key Message Update: Rising maize prices reduce household purchasing power, particularly in pastoral areas, July 2022","Taarifa ya Ujumbe Muhimu wa Kenya: Kupanda kwa bei ya mahindi kunapunguza uwezo wa kununua kaya, hasa katika maeneo ya wafugaji, Julai 2022.",N/A - Pending Fine-Tuned Model Inference,Disaster/Health
"This wealth helps legislators, researchers and executors on matters cimate çhange at national, regional and village level.",N/A - Pending Fine-Tuned Model Inference,"Obonda obo nigo bogosira abarosia amachiko, abakongoria, a baria bakwegera ase ogoikerania oboremi boria bokogenda nerire ase ense engimal, chingongo, na ase ebinyoro.",Agriculture
Meru (Meru-North) County: Drought Early Warning Bulletin for March 2022,Kaunti ya Meru (Meru-Kaskazini): Taarifa ya Onyo la Mapema kuhusu Ukame Machi 2022,N/A - Pending Fine-Tuned Model Inference,Disaster/Health
NGEC advocates for equal representation of women in elective posts.,N/A - Pending Fine-Tuned Model Inference,Omoroberio omonene bwokobeka chinguru chierisase (NGEC)  ngosegeta ore oborenganu  gati yabasacha nabakungu ase ebirogo biogochorwa.,Education
"Speaker , to improve livestock production, I propose : Ksh 2.4 billion for De - Risking, Inclusion and Value Enhancement of Pastoral Economies Programme; Ksh 1.5 billion for Livestock Value Chain Support Project; Ksh 1.5 billion for Kenya Livestock Commercialization Programme; and Ksh 192.5 million for the Embryo Transfer Project.",N/A - Pending Fine-Tuned Model Inference,N/A - Pending Fine-Tuned Model Inference,General
"Aware that sustainable economic transformation is predicated on timely implementation of appropriate policy, legal and institutional reforms, I propose the following interventions that will improve business environment, increase efficiency in public service delivery and strengthen accountability and transparency in public finance management.",N/A - Pending Fine-Tuned Model Inference,N/A - Pending Fine-Tuned Model Inference,General
Climate change is a contributor of mental illness.,N/A - Pending Fine-Tuned Model Inference,Ogoonchoreria kwerire ngochangera kore oborwaire bwobongo.,Health
Visit the ASK Eldoret Show and stand with us in the fight against corruption. Together we can safeguard Kenya’s future.,Tembelea Kipindi cha ASK Eldoret na ushirikiane nasi katika mapambano dhidi ya ufisadi. Kwa pamoja tunaweza kulinda mustakabali wa Kenya.,Tarera amaorokererio yoboremi (ASK) aaria Eldoret na koba oyomo oito ase okorwania obokengeka. Amo nabo torakonye Kenya ayito aiga motwe.,Security
"NAIROBI, Kenya— Kenya is entering a decisive moment in its response to forced displacement.","NAIROBI, Kenya- Kenya inaingia katika wakati madhubuti katika kukabiliana na kulazimishwa kuhama makazi yao.",N/A - Pending Fine-Tuned Model Inference,Disaster/Health
Embu (Mbeere) County: Drought Early Warning Bulletin for October 2022,Kaunti ya Embu (Mbeere): Taarifa ya Onyo la Mapema kuhusu Ukame ya Oktoba 2022,N/A - Pending Fine-Tuned Model Inference,Disaster/Health
"Kenya - Floods, update (UN OCHA, Kenya Meteorological Department) (ECHO Daily Flash of 20 June 2024)","Kenya - Mafuriko, sasisho (UN OCHA, Idara ya Hali ya Hewa ya Kenya) (ECHO Daily Flash ya 20 Juni 2024)",N/A - Pending Fine-Tuned Model Inference,Disaster/Health
National Assembly Speaker Moses Wetang’ula urges county governments to support the government’s push to have Kenyans register for SHA.,Spika wa Bunge la Kitaifa Moses Wetang’ula anazisihi serikali za kaunti kuunga mkono juhudi za serikali za kuwataka Wakenya kujiandikisha katika SHA.,omonogeri ase bunged enene yense Moses wetangula orure okoboria gochia ase chiserekari chiechikaunti koenekia ng'a  abanto bonsi kwerikia ase omoroberio bw'obobwenia SHA,Governance
"women play in the agricultural sector, they have unequal access to agricultural assets. ... (2020), Agricultural market access and dietary diversity in Kenya: ...","Wanawake wanacheza katika sekta ya kilimo, wana ufikiaji usio sawa wa mali za kilimo. ... (2020), Upatikanaji wa soko la kilimo na utofauti wa lishe nchini Kenya: ...","abangina ngokora bare ase ensemo yoboremi, mbabwati ogosoa oboremi buna abasacha ase obonda bwoboremi. ... (2020), Gosoa echiro yoboremi na oborgeria ase oboagare aiga Kenya: ...",Agriculture
Ministry of Education distributes science kits to primary schools to enhance practical learning.,N/A - Pending Fine-Tuned Model Inference,Eminisitiri yechisemi nkorwa ere nakobaga ebinto biogosomera biegesayansi dgochia chisukuru chiboroso gokinia ogosoma ase ogokora.,Education
"Five day regional training focused on disengagement, de radicalization, and reintegration for security personnel across East Africa.","Mafunzo ya kikanda ya siku tano yalilenga kujitenga, kupunguza itikadi kali, na kuwaunganisha tena na jamii kwa wafanyakazi wa usalama kote Afrika Mashariki.","Amatuko atano yechingongo kwegera igoro yokwerusia gose gotiga amangana ogosaria ebirengererio na koirana gati yabarendi boborendi Kenya, yuganda na Tanzania (Afrika ya Mocha engima).",Security
Enroll now! Join nomadic schools for pastoralist children.,Jiandikishe sasa! Jiunge na shule za kuhamahama kwa watoto wafugaji.,Erike bono! Soa chisukuru chaiabana babatugi baria bakong'anyang'anya.,Education
"Say hello to efficiency: All government services brought together in a single place. From applications to information, find everything you need in one government Digital service hub. Register for eTiMS today via @eCitizenKenya Portal today here; kra.ecitizen.go.ke #GavaMkononi #KRAKwaGavaMkononi","Salamu kwa ufanisi: Huduma zote za serikali zikiwa zimeunganishwa pamoja katika sehemu moja. Kuanzia programu hadi taarifa, pata kila kitu unachohitaji katika kituo kimoja cha huduma za kidijitali za serikali. Jisajili kwa eTiMS leo kupitia Tovuti ya @eCitizenKenya leo hapa; kra.ecitizen.go.ke #GavaMkononi #KRAKwaGavaMkononi","Itabera obokoreri oboikeranu: obokoreri bwonsi bweserekari bwabekiru inse yomoaburi oyomo korwa ogotoma amaborio, okomanyiwa. nyora kera egento.keria otagete okwerikia ase omoroberio o TIMS rero goetera e-citizenkenya engako rero ase KRAkwagavamkononi.",Governance
Kenya: Registered refugees and asylum-seekers (as of 28 February 2025),Kenya: Wakimbizi waliosajiliwa na wanaotafuta hifadhi (tangu 28 Februari 2025),N/A - Pending Fine-Tuned Model Inference,Disaster/Health
"Annouces government partnership with NGOs to launch nationwide school and community wellness programs promoting physical activity, oral hygiene, and preventive health education.",N/A - Pending Fine-Tuned Model Inference,"Koraria okobaterana gweserekari Ebiombe bitari bieserekari erio gochakia emeroberio yogosegeta ase chisukuru nechinka korenda omobere, obochenu bwomonu na obosemi bwobochenu ase oborendi",Health
"Report child labor, forced marriage, and abuse to relevant authorities or hotlines.","Ripoti ajira ya watoto, ndoa ya kulazimishwa, na unyanyasaji kwa mamlaka husika au simu za dharura.","Manyia abagambi bebinyoro gose abasikari otari konyorwa igoro yobosomba bwabana, enywomo yabana, gotibongwa gose gokorerwa bobe goetera enamba yesimi yamorero.",Security
The proposals received in the areas listed above will inform reforms to be undertaken in revenue administration and review of legislations by the National Treasury to foster inclusive economic growth for the welfare of all Kenyans for submission to Parliament.,Mapendekezo yaliyopokelewa katika maeneo yaliyoorodheshwa hapo juu yataarifu mageuzi yatakayofanywa katika usimamizi wa mapato na uhakiki wa sheria na Hazina ya Kitaifa ili kukuza ukuaji wa uchumi jumuishi kwa ustawi wa Wakenya wote ili kuwasilishwa Bungeni.,N/A - Pending Fine-Tuned Model Inference,Governance
Project Brief: Enhancing Soil Health and Agroecology in Kenya - May 2025,Muhtasari wa Mradi: Kuimarisha Afya ya Udongo na Agroecology nchini Kenya - Mei 2025,N/A - Pending Fine-Tuned Model Inference,Disaster/Health
"Climate change increases animal risks. Provide shade, drainage, windbreaks, and use early warning systems.","Mabadiliko ya hali ya hewa huongeza hatari za wanyama. Toa kivuli, mifereji ya maji, vizuizi vya upepo, na tumia mifumo ya tahadhari ya mapema.","Ogoonchoreria kwerire nigo gokogesa emechando ase atugo. Beka etugo yao inse yekiriri, emetaro yogosokia amache amachafu, chimbago gotanga embeo, na komanya bwango igoro yogoonchoreria kwerire bwebage.",Security
Upgrade labs in secondary schools 2024.,Boresha maabara katika shule za upili 2024.,Agacha chinyomba chiobosayansi  xchinyia ase chisukuru chisekenderi omwaka 2024.,Education
Marsabit County: Drought Early Warning Bulletin for October 2022,Kaunti ya Marsabit: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Oktoba 2022,N/A - Pending Fine-Tuned Model Inference,Disaster/Health
Message encouraging citizens to recognize and report suspicious behavior noting that vigilance strengthens community security.,Ujumbe unaowahimiza raia kutambua na kuripoti tabia za kutiliwa shaka ukibainisha kuwa uangalifu huimarisha usalama wa jamii.,Amangana amenge esimi koa abanainchi emioyo buna bakomanya na korwa eripot igoro yebikoru biechitangutangu bamanyete buya ng'a koba maiso nenchera eyemo yogokongia oborendi bwebinyoro.,Security
Research showing how police community collaboration contributed to crime reduction in Machakos Sub County,Utafiti unaoonyesha jinsi ushirikiano wa jamii ya polisi ulivyochangia kupunguza uhalifu katika Kaunti Ndogo ya Machakos,Obotuki bokoorokia buna okobwaterana gwe ekenyoro na eserekari biorokiri gokei obosaria,Security
"NPS published its official Community Policing Information Booklet to clarify roles, expectations and citizen engagement frameworks","NPS ilichapisha Kijitabu chake rasmi cha Taarifa za Polisi Jamii ili kufafanua majukumu, matarajio na mifumo ya ushirikishwaji wa raia","Ekeombe keria ekenene kia abasikari (NPS) nkiarwete egetabu kebwate eripoti igoro yoborendi bwebinyoro erio kobamanyia buna babwenerete gokora emeremo yabo, eke gekageire korwa ase bare bokobwaterana nabanyabinyoro.",Security
"Ksh 30,000 HELB graduation loan released ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ apply via app in 2 minutes!","Mkopo wa kuhitimu wa HELB wa Ksh 30,000 umetolewa âƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ tuma maombi kupitia programu ndani ya dakika 2!","Chisiringi 30,000 ase anaba besekenderi HELB gokonya baria bagosoka, saba gotera omoroberio oyio okoira chitageka ibere chioka gosaba.",Education
"Climate change and education in Turkana, Kenya","Mabadiliko ya hali ya hewa na elimu huko Turkana, Kenya",N/A - Pending Fine-Tuned Model Inference,Disaster/Health
"The indicators for SMI align with the Inter-Agency Standing Committee’s (IASC) Framework for Durable Solutions and integrates data from IOM’s Displacement Tracking Matrix (DTM) to ensure a comprehensive, evidence-based approach.","Ardhi kame na nusu kame (ASAL) kaskazini mwa Kenya, haswa kaunti za Marsabit, Mandera, Wajir, Turkana na Garissa, zinaendelea kupata mahitaji ya kibinadamu ya pande nyingi zinazoendeshwa na makutano ya majanga ya hali ya hewa, mazingira magumu sugu, na kutengwa kwa kijamii na kiuchumi.",N/A - Pending Fine-Tuned Model Inference,Disaster/Health
"Kenya, Djibouti & Tanzania: Facts & Figures January - December 2022","Kenya, Djibouti na Tanzania: Ukweli na Takwimu Januari - Desemba 2022",N/A - Pending Fine-Tuned Model Inference,Disaster/Health
"Analysis identifies mistrust, lack of training, poor resources limiting community policing's impact",N/A - Pending Fine-Tuned Model Inference,"Obokongoria bwekeombe keria ekenene getenerete korigia chisemi chinyia chiogotanga obosaria (NCRC) bwarorire ogotegenana , okorema kwagosomogwa nebiganeirie buna chibesa buna ebinto biamigire oboikeranu bwobokoreri.",Security
National Drought Early Warning Bulletin (March 2023),Taarifa ya Tahadhari ya Mapema ya Kitaifa (Machi 2023),N/A - Pending Fine-Tuned Model Inference,Disaster/Health
"Proper feed storage prevents aflatoxin contamination. Keep grains dry, mold-free, and securely stored.","Uhifadhi mzuri wa malisho huzuia uchafuzi wa sumu ya aflatoxin. Weka nafaka kavu, zisizo na ukungu, na zihifadhiwe kwa usalama.",Kogacha endagrera buya nigo egokonya ogotabosa kwendagera.,Security
EACC urges citizens not to elect into office persons facing corruption charges.,EACC inawasihi raia kutowachagua watu wanaokabiliwa na mashtaka ya ufisadi.,EACC yakurerire abamenyi gotachora abarai bakwanekire nobokurumi,Governance
Nyeri (Kieni) County: Drought Early Warning Bulletin for April 2023,Kaunti ya Nyeri (Kieni): Taarifa ya Onyo la Mapema kuhusu Ukame Aprili 2023,N/A - Pending Fine-Tuned Model Inference,Disaster/Health
Multilateral Development Bank Efforts to Mainstream Climate Adaptation,Juhudi za Benki ya Maendeleo ya Kimataifa ili Kusimamia Makabiliano ya Hali ya Hewa,N/A - Pending Fine-Tuned Model Inference,Disaster/Health
"Trump’s policy hits Kenyan health initiatives. Policy halts supply of HIV, Malaria and TB drugs. Move also affects medical supplies of newborn babies. Barasa: We’ll look for funding elsewhere if US pulls ou","Sera ya Trump inaathiri mipango ya afya ya Kenya. Sera inasimamisha usambazaji wa dawa za VVU, Malaria na TB. Hatua hiyo pia inaathiri vifaa vya matibabu vya watoto wachanga. Barasa: Tutatafuta ufadhili kwingineko ikiwa Marekani itaondoa","Richiko ria Trump, gosaria emeroberio ya oborwaria ya Kenya. Richiko erio nigo rigotenenia obokonyi bwokoenana amariogo ya esese amo na enyamoreo ,naboigo amariogo ya abana ebing'werere. Barasa: Ntorigie obokonyi ase ang'ao Amerika keratenenie obokonyi gocha ase tore.",Health
Report via email report@integrity.go.ke or call 1551 in case you have specific corruption cases which need action.,Ripoti kupitia barua pepe report@integrity.go.ke au piga simu 1551 ikiwa una kesi maalum za ufisadi zinazohitaji hatua.,Enana amang'ana ande onsi yobokurumi ase okorika riuko riembeo @integrity.go.ke gose oake esimi 1551 erio egetambokero bene keimokigwe.,Governance
Samburu County: Drought Early Warning Bulletin for March 2022,Kaunti ya Samburu: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Machi 2022,N/A - Pending Fine-Tuned Model Inference,Disaster/Health
Improving Nutrition with the Graduation Approach: A Technical Learning Brief (December 2023),Kuboresha Lishe kwa Mbinu ya Kuhitimu: Muhtasari wa Mafunzo ya Kiufundi (Desemba 2023),N/A - Pending Fine-Tuned Model Inference,Disaster/Health
Wash hands daily! Prevent cholera with proper hygiene.,Osha mikono kila siku! Zuia kipindupindu kwa usafi unaofaa.,Sibia amaboko ao kera rituko! Tanga kendwari yogosaa goetera abochenu bwao.,Education
