English,Kiswahili,Ekegusii,Domain,PSA_Probability,Is_PSA
Interior Cabinet Secretary reaffirms commitment to prosecuting acts that qualify as terrorism including destruction of property and threats to public services.,,Omominisita bwoborendi bwa ime oenekirie okwerwa gweserikari gosera na kogambia ebikorwa bigosegeta obokebago amo nogari chinibo na korenta obwoba ase obokoreri bwa'banto.,Security,0.8888,1
Embu (Mbeere) County: Drought Early Warning Bulletin for January 2024,Kaunti ya Embu (Mbeere): Taarifa ya Onyo la Mapema kuhusu Ukame la Januari 2024,N/A - Pending Fine-Tuned Model Inference,Disaster/Health,0.887,1
Embu (Mbeere) County: Drought Early Warning Bulletin for August 2023,Kaunti ya Embu (Mbeere): Taarifa ya Onyo la Mapema kuhusu Ukame kwa Agosti 2023,N/A - Pending Fine-Tuned Model Inference,Disaster/Health,0.8507,1
Kenya: Drought Response - Operational Presence (As of March 2022),Kenya: Mwitikio wa Ukame - Uwepo wa Kiutendaji (Kuanzia Machi 2022),N/A - Pending Fine-Tuned Model Inference,Disaster/Health,0.9235,1
Wajir County: Drought Early Warning Bulletin for August 2023,Kaunti ya Wajir: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Agosti 2023,N/A - Pending Fine-Tuned Model Inference,Disaster/Health,0.8507,1
"Satellite detected water extent in Dadaab Town, Dadaab County, Garissa Province, Kenya as of 21 & 26 November 2023 - Imagery Analysis: 21 to 26/11/2023 | Published 28/11/2023 V1","Satelaiti imetambua kiwango cha maji katika Mji wa Dadaab, Kaunti ya Dadaab, Mkoa wa Garissa, Kenya kuanzia tarehe 21 & 26 Novemba 2023 - Uchambuzi wa Picha: 21 hadi 26/11/2023 | Ilichapishwa 28/11/2023 V1",N/A - Pending Fine-Tuned Model Inference,Disaster/Health,0.8229,1
"To achieve this objective, the Government will: a) Explore ways of enhancing the taxation of property transfer s including land and agricultural sector; b) Explore ways of enhancing taxation of informal sectors including through increasing KRA’s presence in big town and cities; c) Exploring mechanism for collecting taxes from the informal sector such as appointment of tax collection agents; d) Roll out education programmes to farmers and informal sector groups on taxation; e) Enhance collaborations and exchange of information on taxpayers between the National Government and County Governments.",,,General,0.8503,1
Kenya: President must take responsibility for protests’ gross human rights violations,Kenya: Rais lazima awajibike kwa ukiukaji mkubwa wa haki za binadamu,N/A - Pending Fine-Tuned Model Inference,Disaster/Health,0.8584,1
"MoH dispatches 10 Cuban experts to Kakamega, Siaya, Kisumu, Bungoma, Busia, Vihiga, Homa Bay and Migori counties in the fight against malaria with biological methods.","Wizara ya Afya yatuma wataalamu 10 wa Cuba katika kaunti za Kakamega, Siaya, Kisumu, Bungoma, Busia, Vihiga, Homa Bay na Migori katika mapambano dhidi ya malaria kwa njia za kibiolojia.","MOH yatomire abaataalamu 10 ba Cuba gochi chikaunti chia Kakamega, Siaya, Kisumu, Bungoma, Busia, Vihiga, Homabay na Migori ase esegi yogokora Esosera ase ogotumia chinchera chia kibayolojia.",Health,0.8164,1
Nyeri (Kieni) County: Drought Early Warning Bulletin for March 2023,Kaunti ya Nyeri (Kieni): Taarifa ya Onyo la Mapema kuhusu Ukame Machi 2023,N/A - Pending Fine-Tuned Model Inference,Disaster/Health,0.8596,1
Expectant mothers should eat some little food at a time in every day to [revent gallowing and to maintain the strengthe of their bodies,,Abangina bebwateranetie must start attending antenatal clinic right from the first 3 months after conception for diagnosis and management of any problems that might be there in good time.,Health,0.6504,1
"To ensure public safety during the renovation, the County Government has issued a clear directive: Members of the public have been directed to stay at least 30 metres away from the hospital site.","Ili kuhakikisha usalama wa umma wakati wa ukarabati, Serikali ya Kaunti imetoa agizo wazi: Wananchi wameagizwa kukaa angalau mita 30 kutoka eneo la hospitali.","Erio goikerania oborendi obuya chingaki chiokoagacha keboyia chinyomba , eserikari yekaonti yarure omoroberio omoronge: Abanto baboriigwe koba are nase ayio yamaagacho goika oboare bwachifuti 100 korwa ase amaagacho agokorerwa yoboagachi bwenyagitari.",Governance,0.9607,1
"Actors, Services and Infrastructure Mapping: Dadaab refugee complex, Garissa County, Kenya (May 2022)","Waigizaji, Huduma na Ramani ya Miundombinu: tata ya wakimbizi ya Dadaab, Kaunti ya Garissa, Kenya (Mei 2022)",N/A - Pending Fine-Tuned Model Inference,Disaster/Health,0.9689,1
Ministry of Education collaborates with stakeholders to produce interactive digital content targeting home-based learners.,,Eminisitiri yechisemi nkobwaterana ere  collaborates with stakeholders to produce interactive digital content targeting home-based learners.,Education,0.8662,1
This is the reason why you should adhere to the social and physical distance measures. #KomeshaCorona updates.,Hii ndiyo sababu unapaswa kuzingatia hatua za umbali wa kijamii na kimwili. #KomeshaCorona sasisho.,,Public Health,0.6869,1
Teach children stranger danger rules and ensure they travel in groups. Report missing children immediately.,Wafundishe watoto sheria za hatari wageni na hakikisha wanasafiri kwa vikundi. Watoe taarifa kwa watoto waliopotea mara moja.,Somia abana tibakwana omonto batamanyeti gose kobwatia amang'ana yomonto batamanyeti buna enchere engiya yokwerenda na gotara amo abanto abange. Karwe amangana igoro yomonto otaoyi otari konyorwa gochia ase abambi gose porisi.,Security,0.9199,1
Garissa County: Drought Early Warning Bulletin for February 2024,Kaunti ya Garissa: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Februari 2024,N/A - Pending Fine-Tuned Model Inference,Disaster/Health,0.8691,1
UN urges transparent investigations after protest fatalities.,Umoja wa Mataifa wahimiza uchunguzi wa wazi baada ya vifo vya waandamanaji.,Obomo bwechinse chikwegambera (UN) bwaboririe obutuki bwa maiso marore nyuma yabarobererekani koumia.,Security,0.8947,1
West Pokot: Drought Early Warning Bulletin for March 2023,Pokot Magharibi: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Machi 2023,N/A - Pending Fine-Tuned Model Inference,Disaster/Health,0.7135,1
"Drought and conflict force 80,000 to flee Somalia for Kenya’s Dadaab refugee camps","Ukame na migogoro yawalazimu watu 80,000 kutoroka Somalia na kuelekea katika kambi za wakimbizi za Dadaab nchini Kenya.",N/A - Pending Fine-Tuned Model Inference,Disaster/Health,0.7896,1
Contractual agriculture is important to organised farmers. Understand the pros and cons of contract farming eg. Of tomatoes and discuss fair contracting.,,"Kabe nomoereberio bwoboremi obwataine nomogori nomogori bwerigesa riao. Manya obuya na omochando bwokoba nomogori bwerigesa riao buna chinyanya, na bua ebwenerete korosia rigori riogoakanwa.",Agriculture,0.8406,1
"This is attributed to various challenges, among them ; increase in tax incentives, low tax compliance, continued effects of COVID -19 pandemic, growth of the informal sector and increased use of technology in contemporary business models, both of which are difficult to tax.","Hii inachangiwa na changamoto mbalimbali, miongoni mwao; ongezeko la vivutio vya kodi, uzingatiaji mdogo wa kodi, kuendelea kwa athari za janga la COVID-19, ukuaji wa sekta isiyo rasmi na kuongezeka kwa matumizi ya teknolojia katika miundo ya kisasa ya biashara, ambayo ni vigumu kutozwa kodi.",N/A - Pending Fine-Tuned Model Inference,Disaster/Health,0.7234,1
"Mental health is makesit possible or gives us the capacity on how we think, our hearing and perception and how we behavior. Lets mnd our mental health and to continue being truthful to all people",,"Obochenu bwobongo nkogera kore goonchoreria enchera tokorengereria, okoigwa gwaito na ebikora boigo kera rituko Tokore Obochenu bwobongo na okogendèrera koba obamaene ase abanto bonsi",Health,0.8798,1
Through the Strengthening Early Warning Systems 1 A Conditional Generative Adversarial Network (CGAN) for climate forecasting is an advanced type of artificial intelligence that helps predict weather patterns by learning from past climate data.,Kupitia Mifumo ya Kuimarisha Tahadhari ya Mapema 1 Mtandao wa Masharti ya Kuzalisha Masharti (CGAN) kwa utabiri wa hali ya hewa ni aina ya hali ya juu ya akili ya bandia ambayo husaidia kutabiri mifumo ya hali ya hewa kwa kujifunza kutoka kwa data ya zamani ya hali ya hewa.,N/A - Pending Fine-Tuned Model Inference,Disaster/Health,0.6528,1
NPS published a list of most wanted terror suspects and urged anonymous public reporting.,NPS ilichapisha orodha ya washukiwa wa ugaidi wanaotafutwa sana na kuhimiza watu wasiojulikana kuripoti.,Ekeombe keria ekenene kia abasikari (NPS) nkiarwete omoroberio obaria baganeirie mono buna ebibago biogoaka chipomu na gosaba abanto babamanyie bakagerwa bande bateri gweteba barabwo mbarabi .,Security,0.8569,1
NGEC organizes national summits for inclusive governance.,,Omoroberio omonene bwokobeka chinguru chierisase (NGEC) nkoarigania kere emesangererekano emenene yense erengete obogambi ase bonsi.,Education,0.7709,1
"Similarly, disruption to vaccination services can increase risk of infection, potentially leading to an overuse of antimicrobials; Dr Rashid","Vile vile, kukatizwa kwa huduma za chanjo kunaweza kuongeza hatari ya kuambukizwa, na hivyo kusababisha matumizi makubwa ya viuavijasumu; Dk Rashid",,Public Health,0.6387,1
Know your rights and demand integrity from public officials to reduce corruption risks.,Jua haki zako na udai uadilifu kutoka kwa maafisa wa umma ili kupunguza hatari za ufisadi.,Manya oboronge bwa na boria ng'a abakoreri beserikari babe abeene ase emeremo yabo gokeania obokengeka.,Security,0.9522,1
"The transition was supported by strong leadership from the Ministry of Health and the Rwanda Biomedical Centre, close collaboration among participating hospitals, the use of standardized tools such as BacLink and WHONET, and technical support from WHO Headquarters and the WHO Regional Office for Africa.","Mpito huo uliungwa mkono na uongozi dhabiti kutoka Wizara ya Afya na Kituo cha Matibabu cha Rwanda, ushirikiano wa karibu kati ya hospitali zinazoshiriki, matumizi ya zana sanifu kama vile BacLink na WHONET, na usaidizi wa kiufundi kutoka Makao Makuu ya WHO na Ofisi ya Kanda ya WHO ya Afrika.",N/A - Pending Fine-Tuned Model Inference,Health,0.9042,1
Take photos of your valuables and record serial numbers for identification.,Piga picha za vitu vyako vya thamani na uandike nambari za mfululizo kwa ajili ya utambulisho.,Aka ebicha ebinto bia biengencho bionsi chibicha na rika chinamba chiokobiatanana.,Security,0.6691,1
National Drought Early Warning Bulletin (June 2023),Taarifa ya Tahadhari ya Mapema ya Kitaifa (Juni 2023),N/A - Pending Fine-Tuned Model Inference,Disaster/Health,0.7919,1
"One protracted Grade 2 emergency (Mpox, Clade 1b) and several other priority events are ongoing, including measles outbreaks in three counties, widespread flooding from the MAM long rains, and a severe food security and nutrition crisis in arid and semi-arid (ASAL) counties.","Moja ya dharura ya muda mrefu ya darasa la 2 (Mpox, Clade 1b) na matukio mengine kadhaa ya kipaumbele yanaendelea, ikiwa ni pamoja na milipuko ya surua katika kaunti tatu, mafuriko yaliyoenea kutokana na mvua ndefu za MAM, na shida kubwa ya usalama wa chakula na lishe katika kaunti kame na nusu kame (ASAL).",N/A - Pending Fine-Tuned Model Inference,Disaster/Health,0.8715,1
Kenya MVD Readiness - DREF Final Report (MDRKE069),Utayari wa MVD ya Kenya - Ripoti ya Mwisho ya DREF (MDRKE069),N/A - Pending Fine-Tuned Model Inference,Disaster/Health,0.9137,1
Assess teacher performance via TPAD 2025.,Tathmini utendaji wa walimu kupitia TPAD 2025.,Renga komanya buna abarimu bagosomia abana goetera ebirengero bieserikari (TPAD 2025),Education,0.8277,1
Cash transfers helping communities cope with climate shocks,Uhamisho wa pesa unasaidia jamii kukabiliana na majanga ya hali ya hewa,N/A - Pending Fine-Tuned Model Inference,Disaster/Health,0.765,1
"4th Floor, Bank of Agriculture building, 162 Independence Avenue, Central Business District Abuja, Nigeria. aatf Telephone : +234 9 4605480 ...See more","Ghorofa ya 4, Jengo la Benki ya Kilimo, 162 Independence Avenue, Wilaya ya Biashara ya Kati Abuja, Nigeria. aatf Simu: +234 9 4605480 ...Tazama zaidi","Enyomba ya igoro ya kane yebengi yo'oboremi, 162 oboeto bwobosibore omochie ogati bwomochie bwa'Abuja Nigeria enamba yesimi: +234 9 460580 .....",Agriculture,0.6943,1
"Large number and wide distribution of MSMEs at the bottom of the pyramid implies that, if well harnessed, this sector has a high potential for favorable socio-economic impact.","Idadi kubwa na usambazaji mpana wa MSMEs chini ya piramidi ina maana kwamba, ikiwa itatumika vyema, sekta hii ina uwezekano mkubwa wa matokeo mazuri ya kijamii na kiuchumi.",N/A - Pending Fine-Tuned Model Inference,Disaster/Health,0.5244,0
"Effective management encompasses climate-resilient cities, sustainable farming, better water systems, and stronger regional cooperation to support communities in hotter conditions.","Usimamizi unaofaa unajumuisha miji inayostahimili hali ya hewa, kilimo endelevu, mifumo bora ya maji, na ushirikiano thabiti wa kikanda ili kusaidia jamii zilizo katika hali ya joto zaidi.",N/A - Pending Fine-Tuned Model Inference,Disaster/Health,0.8944,1
Amref Health Africa Launches ‘Tucheze Tustawi’ Project to Support Early Childhood Development in Refugee and Host Communities in Turkana West Sub-county,Amref Health Africa Yazindua Mradi wa ‘Tucheze Tustawi’ wa Kusaidia Ukuaji wa Utotoni katika Jumuiya za Wakimbizi na Wenyeji katika Kaunti Ndogo ya Turkana Magharibi.,N/A - Pending Fine-Tuned Model Inference,Disaster/Health,0.9087,1
"The Government of Kenya developed a National Anticipatory Action Roadmap with support from partners including the Food and Agriculture Organization of the United Nations (FAO),3 which contributed to the co‑development of triggers and thresholds guiding early action.","Serikali ya Kenya ilibuni Mwongozo wa Kitaifa wa Hatua ya Kutarajia kwa usaidizi kutoka kwa washirika likiwemo Shirika la Chakula na Kilimo la Umoja wa Mataifa (FAO),3 ambao ulichangia katika uundaji wa vichochezi na vizingiti vinavyoelekeza hatua za mapema.",N/A - Pending Fine-Tuned Model Inference,Governance,0.8751,1
"In compliance with the directive issued by the National Emergency and Response Committee, we shall forthwith scale down court activities throughout the country over the next two weeks effective tomorrow, March 16, 2020 in order to allow further consultations and design appropriate measures to prevent the spread of the virus",,"Kobwatekana nerichiko rirure n’Ekamiti Yense y’Omoaganano n’Amairanerio, ntokeanie emeroberio yebigambero, ense engima, emekubio ebere ekobwatia, gochakera mambia, March 16, 2020, erio koenana ribaga riogosemania mono na kobeka ebirengo biogotanga ogoichora kwebinyinyi.",Health,0.7728,1
"Kenya, Rwanda strengthen their defences against antimicrobial resistance","Kenya, Rwanda kuimarisha ulinzi wao dhidi ya ukinzani wa antimicrobial",N/A - Pending Fine-Tuned Model Inference,Disaster/Health,0.8537,1
Taita Taveta County: Drought Early Warning Bulletin for August 2024,Kaunti ya Taita Taveta: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Agosti 2024,N/A - Pending Fine-Tuned Model Inference,Disaster/Health,0.8392,1
