concept_id,English,Ekegusii,source
113347,"Gedor, Ahio, Zechariah, and Mikloth.","Gedori na Ahiyo, Zakaria na Mikiloti.",Trilingual-Bible
135304,He who forsakes his father is as a blasphemer. He who provokes his mother is cursed by the Lord.,Oyokomotuguta ise oyio okorire chimuma as obosio bw’Omonene Nyasae; oyokorenta obororo ase ng’ina oyio onyorire okoragererigwa kwa Nyasae.,ENG-EKE
130881,"For I speak to you who are Gentiles. Since then as I am an apostle to Gentiles, I glorify my ministry,","Bono ’ngokwana nde nainwe abanto b’Ebisaku. Koreng’ana buna inde omotomwa bw’ abanto b’Ebisaku, nabarire ng’a obosomba bwane n’egento ekenene,",Trilingual-Bible
109665,The Philistines laid hold on him and put out his eyes; and they brought him down to Gaza and bound him with fetters of bronze; and he ground at the mill in the prison.,"Abafirisiti bakamobwata, bakamokonora amaiso, naende bakamoira gochia Gasa, bakamosiba ne chingataare chie chitaai. Bakamobeeka gosia obosie agwo ase enyomba y’obosibwa.",Trilingual-Bible
104883,"But if any harm follows, then you must take life for life,","Korende omokungu oria karakwe, rirorio egesusuro kebe obogima ase obogima,",Trilingual-Bible
122415,"The measuring line will go out further straight onward to the hill Gareb, and will turn toward Goah.","Orobebe rwaye rw’okoyorenga narogende aare, rorongee gochia ase ekegoro kia Garebu, naende roonchoke rogende roike Goa.",Trilingual-Bible
107190,"It shall be to him, and to his offspring after him, the covenant of an everlasting priesthood, because he was jealous for his God, and made atonement for the children of Israel.’”","Okobwatana okwo kw’omorembe ’nkobe ase are ere, na ase ororeria rw’aye, okobwatana kwa botambe kw’obokuani, ekiagera abeete ne risemi ase engencho yane, inche Nyasae oye, naende agakora okobwatanigwa ase Abaisraeli.”",Trilingual-Bible
144350,These are the conclusions:,Aya amwabo aya:,ENG-EKE
125990,"“Ask, and it will be given you. Seek, and you will find. Knock, and it will be opened for you.","“Saba, ’namoegwe; rigia, ’namonyore; tura, ’namoigorerwe egesieri.",Trilingual-Bible
145558,"Politicians have been urged to prioritize peace during campaigns. A Member of County Assembly (MCA) representing Gesima Ward in Kitutu Masaba Constituency, Nyamira County, Charles Mokaya Maroko, has asked politicians to refrain from inciting violence and instead focus on promoting unity. Maroko stated that he will work with religious leaders and local residents to ensure peaceful elections [...]",Abanasiasa baboorigwe koenekia omorembe chingaki echi bagokora chikampeni. Omo MCA bweward ya Gesima ebunge ya Kitutu Masaba ekaonti ya Nyamira Charles Mokaya Maroko nigo abaganirie abanasiasa abwo bagenderete gweakera ekoko bosio bwo obochori obonene obwo bore bosio gokora siasa chio omorembe Maroko nigo ayakwanete aywo ase ensemo ya Riamoni ase eward yaye ase boigo abamenyi […],ENG-EKE
122765,"The praise of Moab is no more. In Heshbon they have devised evil against her: ‘Come! Let’s cut her off from being a nation.’ You also, Madmen, will be brought to silence. The sword will pursue you.","ogotogigwa kw’Abamoabu gwasirire. Ababisa bare Hesiboni barobeirie gokora ense eria bobe. Nigo bagoteebania: Inchuo tosirie abanto baye tibaabaisa koba egesaku naende. Aye omochie o Madimena boigo nokirigwe‐kiri, omoro nokobwatie korwa magega.",Trilingual-Bible
108246,You shall not muzzle the ox when he treads out the grain.,“Tobaisa kobeekera eng’ombe ekeokio ekero ekoora endagera.,Trilingual-Bible
130533,"As we labored exceedingly with the storm, the next day they began to throw things overboard.","Ekiagera konya twatwomirwe mono nomwaga oria, rituko ria kabere bagachaaka gotuguta chigurube nyancha ime.",Trilingual-Bible
111033,"But when King David heard of all these things, he was very angry.","Ekero omorwoti Daudi aigwete amang’ana ayio, akaba nekeririanda ekenene.",Trilingual-Bible
120420,"Seven women shall take hold of one man in that day, saying, “We will eat our own bread, and wear our own clothing. Just let us be called by your name. Take away our reproach.”","Ase engaki eyio abakungu batano na babere mbabwate omosacha oyomo, mbeteebie: “Intwe abanyene ntwenyorere endagera tokoria ne chianga tokobeeka, korende tiga rioka torokwe abakungu bao, erinde otoruserie obosooku.”",Trilingual-Bible
138757,Kagwe urged Kenyans to continue observing health protocols.,korende abanto14 bakure korwa ase oborwaire obwo na goikia 325.,ENG-EKE
100346,Police Reforms Working Group calls for stronger COP,Ekeombe kia baria bagokora amaonchorerio ase obokoreri bwabasikari nigo kegosaba ogokongigwa kwa abarendi boborendi (COP),PSA
112734,Hezekiah gave him all the silver that was found in Yahweh’s house and in the treasures of the king’s house.,"Hezekia akamoa chifeta chionsi chianyorekanete ime ase enyomba y’Omonene, na ase chikungo chi’enyomba y’omorwoti.",Trilingual-Bible
133169,"having eyes full of adultery, and who can’t cease from sin, enticing unsettled souls, having a heart trained in greed, accursed children!","Amaiso abo nigo aichire nobotomani, na tibagotiga gokora ebibe. Nigo bakogenka abare nemioyo etari ne chinguru, na bare ne chinkoro chianarigwe ase obwegimeria. Barabwo nigo bare abanto baragereretigwe.",Trilingual-Bible
135165,"At another time even in the midst of water it burns more intensely than fire, that it may destroy the produce of an unrighteous land.","Korende naende ase chingaki gete omorero oria ogoka mono okoba omotindi goetania omorero bw’amache, ogasiria ense eria abanyabibe abwo bamenyete.",ENG-EKE
131814,"Now we, brothers, as Isaac was, are children of promise.","Gaki baminto, inwe nigo more abana b’eira buna Isaka.",Trilingual-Bible
102247,Public announcement of competition to promote local nutritious recipes using fortified or indigenous ingredients.,"Okorari amaamereranio ase oborugi ase abanto, ase chindagera chia egekoro gotumia ebinto bikomenta obotobu gose ebikoro",PSA
147161,"8. Then Peter said, “Ananias, why did you lie to the Holy Spirit and hold back some of the money for yourself?","Paulo agateba, Tinamanyete baminto ng'a ere nomokuani omonene: naki narikire, Tomokwana amabe omonene bw'abanto bao.",ENG-EKE
134740,"She answered and said, “If I have found favor in the sight of the king, let my life be granted as my petition, and my people as my request.","Eting’ana Esiteri akairaneria, akabora: “Aye omorwoti, onye nanyorire ogwancherwa ase obosio bwao, naende amang’ana aya karakogokie, ntige ngenderere koba moyo, na abanto baane boigo; oko nakwo okogania kwane.",ENG-EKE
114108,"When Rehoboam had come to Jerusalem, he assembled the house of Judah and Benjamin, one hundred eighty thousand chosen men who were warriors, to fight against Israel, to bring the kingdom again to Rehoboam.","Ekero Rehoboamu achete Yerusalemu, agasangereria abanto b’enyomba ya Yuda, na ab’eya Benjamini, abanto chilifu rigana erimo na emerongo etano na etato (180,000), abamanyete korwana esegi, ng’a bagende korwania Abaisraeli bairanie oborwoti ase Rehoboamu.",Trilingual-Bible
110940,"When they told David this, he sent to meet them, for the men were greatly ashamed. The king said, “Wait at Jericho until your beards have grown, and then return.”","Abasomba abwo bakarora obosooku obonene mono, na ekero Daudi ateebetigwe buna bakoretwe, agatoma abanto bachie kobarotota baabateebie, “Omorwoti oteebire ng’a mobeere agwo Yeriko goika chinderu chiaino chimere, erio monyare koirana ’nka.”",Trilingual-Bible
128378,"But he said, “The things which are impossible with men are possible with God.”","Akabora, “Aya takonyarekana ase Mwanyabaanto, nigo akonyarekana ase Nyasae.”",Trilingual-Bible
114752,"The children of Lod, Hadid, and Ono, seven hundred twenty-five.","abanto ba Lodi, na Hadidi, na Ono: amagana atano na abere, na emerongo ebere, na batano (725);",Trilingual-Bible
122635,"Likewise when all the Jews who were in Moab, and among the children of Ammon, and in Edom, and who were in all the countries, heard that the king of Babylon had left a remnant of Judah, and that he had set over them Gedaliah the son of Ahikam, the son of Shaphan,","Abayahudi bonsi abarenge ase ense y’Abamoabu, na abwo bamenyete ase egati y’Abaamoni, na ase ense y’Abaedomu, na ase chinse chinde, bakaigwa ng’a omorwoti o Babiloni natigaretie Abayahudi bande ase ense yabo, naende ng’a konya obekire Gedalia mosinto bw’Ahikamu, mochokoro o Safani, obeire omogabana igoro ase abanto abwo.",Trilingual-Bible
139823,"That thing that makes the ground tremble, and remembering the past","Eyio ekomena oboke bwensi, na gokomba kera egento",ENG-EKE
145179,"Explain further, this thing that has fallen, you shouldn’t hide it from your fellow people. It is very important that people are forgiven when they confess their sins to their relatives, and they are remembered, and their names are written by the community leader.","Enchera ende, oyo ogwete roche nere otagete korianani oy' omwabo oboremo. Esegeto enene neri buna abanto bari bagosinywa kogamberwa ekina na abamwabo, nigo bagotigwa, n' ekina kiabo kianyorwa n’ omobasokano omobe.",ENG-EKE
118936,"even there your hand will lead me, and your right hand will hold me.","nonya naroro okoboko kwao ’nkondaae, ee, okoboko kwao gw’okorio ’nkombwate.",Trilingual-Bible
142461,"I do not lay down my life for myself, but take it up again from me. No one takes it from me, but I lay it down willingly, and I have power to take it up again. My Father has given me authority over it. Acts 15:11","Korende amariko ayasiekire onsi inse ase chinguru chi'ebibe, erinde abagwancha baegwe eira as'okwegena kwa Yesu Kristo.",ENG-EKE
111924,"The dogs will eat whoever belongs to Jeroboam who dies in the city; and the birds of the sky will eat whoever dies in the field, for Yahweh has spoken it.”’","Omonto onde bwensi bw’enyomba ya Yeroboamu orakwere ase omochie ime, chisese nachimorie, na onde bwensi orakwere isiko aarabu, chinyoni chia igoro nachimorie, ekiagera Omonene nere okwanire ring’ana eri.",Trilingual-Bible
122867,"Therefore Yahweh of Armies, the God of Israel, says: “Behold, I will punish the king of Babylon and his land, as I have punished the king of Assyria.","Ase ayio, aya nar’Omonene bw’Emeganda, Nyasae bw’Abaisraeli, agoteeba: Naama! Nindetere omorwoti o Babiloni, amo nense yaye, egesusuro, buna nakorete ase omorwoti bw’Abaisraeli.",Trilingual-Bible
126475,"So the last will be first, and the first last. For many are called, but few are chosen.”","Naboigo abamagega inababe ab’eritang’ani, na ab’eritang’ani inababe abamagega.”",Trilingual-Bible
109294,"After him was Shamgar the son of Anath, who struck six hundred men of the Philistines with an ox goad. He also saved Israel.","Oyomobwatetie Ehudi ase obogaambi, nere Samugari, mosinto bw’Anati. Ere agaita Abafirisiti amagana atano na rimo n’enyimbo are gotemera chieri. Nere boigo akabatooria Abaisraeli.",Trilingual-Bible
124994,Blow the trumpet in Zion! Sanctify a fast. Call a solemn assembly.,"Bugia egetureeri ase Sayoni; raria engaki y’okweng’ata, rangeria omosangererekano bw’ogosasiima!",Trilingual-Bible
116538,"because God has deprived her of wisdom, neither has he imparted to her understanding.","ekiagera Nyasae nigo ayerinete obong’aini, gose tayeete okomanya.",Trilingual-Bible
133416,"Because you say, ‘I am rich, and have gotten riches, and have need of nothing,’ and don’t know that you are the wretched one, miserable, poor, blind, and naked;","Naki nigo ogoteeba: Inche nomonda inde! Netenenkirie! Tindemeiri kende. Na aye tomanyeti ng’a nigo ore omonto bw’emechando, omonto ogwenerete kororerwa amabeebe, omotaka, na omouko, na ore getirianda.",Trilingual-Bible
127819,"But he knew their thoughts; and he said to the man who had the withered hand, “Rise up and stand in the middle.” He arose and stood.","Korende akamanya ebirengererio biabo, agateebia omonto oria okoboko kwaye kwagataete, “Imoka, otenene gati aa!” Akaimoka agatenena.",Trilingual-Bible
109514,"They troubled and oppressed the children of Israel that year. For eighteen years they oppressed all the children of Israel that were beyond the Jordan in the land of the Amorites, which is in Gilead.","Ase omwaka oria barabwo bagachaanda Abaisraeli na kobakorera bobe. Ase engaki y’emiaka ikomi, na etano n’etato, bagachaanda Abaisraeli bonsi abamenyete moocha y’orooche rwa Yorodani ase ense y’Abaamoni ase Gileadi.",Trilingual-Bible
147019,Romans 1:1,"4 ab'omonto otenenetie enyomba yaye buya, omanyete kobakania abana baye amo nobong'aini boisanete;",ENG-EKE
129891,"But Ananias answered, “Lord, I have heard from many about this man, how much evil he did to your saints at Jerusalem.","Korende Anania akairaneria: “Omonene, naigure korwa ase abanto abange igoro y’omonto oyo, buna akoreire abachenu bao Yerusalemu amabe amange.",Trilingual-Bible
109146,"For Yahweh has made the Jordan a border between us and you, you children of Reuben and children of Gad. You have no portion in Yahweh.”’ So your children might make our children cease from fearing Yahweh.","Naki Omonene nigo akorete orooche rwa Yorodani rokaba orobebe egati yaito nainwe, inwe Abareubeni na Abagadi. Ase ayio timori negetari kende gionsi ase Omonene. Na igo abana b’ororeria rwaino mbaabaise kogera ab’orwaito tibamoiroka Omonene.",Trilingual-Bible
