English,Domain
"In Moyale Sub County, Rabies outbreak was reported in Aria, Sololo town and Anona (Sololo ward).",Disaster
5 suspected rabies dog cases reported in Uran and Sololo.,Disaster
"Abortions in sheep and goats are reported in Funan Qumbi, Elle dimtu and Amballo suspected to be brucellosis.",Disaster
"CCPP cases in Uran, Obbu, Sololo, Butiye, H/Manyatta and Golbo wards.",Disaster
"Camel hemorrhagic septicemia reported in Misa, Antuta, Qate, Boru and Dadach elele, Camel flu in Bori, Walda and Antut and LSD cases in Ellebor, Kobb and Amballo.",Disaster
Rabies in cattle was also reported in Gar Qarsa village of Saku Sub County.,Disaster
"livelihood zones recorded a slight decline at 2.4 liters, but is still above the long-term average of 1.8 liters.",Disaster
This is attributed to the cessation of kidding and lambing and migration to dry season grazing areas in certain regions.,Disaster
"recent kidding and lambing, coupled with the availability of fodder and browse.",Disaster
"start rising towards the oncoming season, when calving is expected to commence and kidding is expected to resume.",Disaster
"Milk access in all the livelihood zones is expected to remain stable in the short term (2 months), mostly from camels.",Disaster
"The MAM 2025 Marsabit County rain season recorded fairly good crop performance across key staples and vegetables, supported by above-average rainfall and active field management.",Disaster
"Approximately 1,412 hectares were under cultivation, with maize (780 ha) at drying/maturity stages, beans (500 ha) and green grams/cowpeas (100 ha) harvesting, and vegetables (32 ha) already in production.",Disaster
Farmers have been sensitized on control of storage pests.,Disaster
on control of storage pests.,Disaster
Farmers have been sensitized on the pesticides to use to control the pests.,Disaster
preparation for early planting in October for the OND season.,Disaster
The farmers are being sensitized on early land preparation and inputs acquisition for early planting.,Disaster
for crop production and access to certified drought tolerant crop seeds as reported by more than 30 percent of the farmers.,Disaster
"46,192, depicting a slight increase in cattle price compared to previous month, which is significantly above the short-term average of Kshs.",Disaster
"cattle and rising demand, especially at cross border markets.",Disaster
"The highest prices were observed in the Jirime, Moyale and Sololo markets, ranging from Kshs.",Disaster
"60,000 and above, while Loiyangalani and Dukana recorded the lowest prices of Kshs.",Disaster
"30,000, influenced by poor market integration.",Disaster
short-term average due low tropical livestock units (TLU) and prevailing good body condition.,Disaster
Figure 9 below indicates the current average price of a medium-sized goat at Kshs.,Disaster
"which slightly increased from 6,533 as recorded during previous month.",Disaster
The current price is significantly higher than the short-term average of Kshs.,Disaster
"4,887, as illustrated in the figure below.",Disaster
in demand at the market level. the above average price is expected to prevail as a result of the existing TLU deficit.,Disaster
"Horr, Sololo, and Jirime markets, ranging from Kshs.",Disaster
"In contrast, lower prices were observed in Dukana, Loiyangalani, and Korr, where goats were sold for between Kshs.",Disaster
which a slight rise from Kshs.,Disaster
"5,168 in the previous month, and is higher than the long-term average Kshs.",Disaster
"3,507 for the month under review.",Disaster
This slight incline in sheep prices was attributed to slight increase in the demand at the local markets and excellent body condition coupled with the low TLU.,Disaster
"The highest recorded sheep prices, ranging between Kshs.",Disaster
"observed in markets such as Sololo, Moyale, and North Horr.",Disaster
"In contrast, the lowest sheep prices, ranging from Kshs.",Disaster
"4,000, were recorded in Korr, Dukana and Loiyangalani markets.",Disaster
driven by the ongoing good body condition of the sheep and the low volumes being traded in the livestock markets compared to the normal.,Disaster
Figure 11 above indicates the current average price of maize at Kshs.,Disaster
is stable compared to previous month's price.,Disaster
The current maize price is slightly less the short-term average of Kshs.,Disaster
"67.8 per kilogram, which indicates a stable price trend.",Disaster
The stable price can be attributed to the ended local harvests which have contributed to heightened cereal availability at the household level.,Disaster
"as well as those along the Ethiopian border such as Dukana and Sololo recorded the lower maize prices, ranging from Kshs.",Disaster
"This is attributed to ongoing harvests and by general injections from external markets in Central and Rift Valley regions, as well as imports from neighboring Ethiopia.",Disaster
"The highest prevailing market prices for maize were observed in the Korr, Loiyangalani and North Horr commodity markets, where prices ranged from Kshs.",Disaster
The location of the markets and prevailing inefficient market functions result in the high pricing.,Disaster
predicted to prop up the stable prices over the coming period.,Disaster
"117 per kilogram, which is stable compared to the previous month.",Disaster
The price is below the short-term average of Kshs.,Disaster
"125 per kilogram, attributed to the previous good harvests from agropastoral zones and injections from external markets.",Disaster
"Moyale, Sololo and Jirime markets recorded the lowest bean prices, ranging from Kshs.",Disaster
